trip_id,member_id,dest_country,dest_city,dest_district,acceptance_density,cash_intensity,price_level,dest_currency,fx_lcu_per_usd,start_date,end_date,nights,trip_type
T009167,M04132,France,Paris,Montmartre,0.41,0.04,1.2658,EUR,0.884969,2024-05-29,2024-06-10,12,leisure
T009168,M02845,Thailand,Bangkok,Sukhumvit,0.68,0.4571,0.5074,THB,32.882809,2025-03-04,2025-03-14,10,leisure
T009169,M01160,Thailand,Bangkok,Sukhumvit,0.68,0.4571,0.5074,THB,32.882809,2025-05-06,2025-05-12,6,leisure
T009170,M04075,Vietnam,Hanoi,Ba Dinh,0.29,0.316,0.463,VND,24164.885833,2025-06-04,2025-06-06,2,leisure
T009171,M04595,Italy,Florence,Duomo,0.38,0.0708,1.14,EUR,0.884969,2024-05-09,2024-05-14,5,business
T009172,M00276,Singapore,Singapore,Orchard,0.96,0.0896,1.0,SGD,1.30745,2024-07-08,2024-07-22,14,leisure
T009173,M02847,Vietnam,Hanoi,Ba Dinh,0.29,0.316,0.463,VND,24164.885833,2025-03-17,2025-03-19,2,business
T009174,M02076,South Korea,Seoul,Myeongdong,0.81,0.04,0.9487,KRW,1422.440833,2025-06-08,2025-06-22,14,leisure
T009175,M02344,Thailand,Phuket,Patong,0.4,0.4571,0.5074,THB,32.882809,2024-01-08,2024-01-22,14,leisure
T009176,M02254,Thailand,Chiang Mai,Old City,0.31,0.4571,0.5074,THB,32.882809,2024-06-17,2024-06-23,6,leisure
T009177,M04875,Japan,Osaka,Namba,0.72,0.1166,1.0724,JPY,149.657927,2025-02-07,2025-02-21,14,leisure
T009178,M01629,South Korea,Seoul,Gangnam,0.93,0.04,0.9487,KRW,1422.440833,2024-05-08,2024-05-11,3,leisure
T009179,M03999,Japan,Tokyo,Shibuya,0.94,0.1166,1.0724,JPY,149.657927,2024-06-21,2024-07-01,10,leisure
T009180,M01351,Malaysia,Penang,George Town,0.33,0.4729,0.5228,MYR,4.284424,2024-06-01,2024-06-04,3,leisure
T009181,M02297,Singapore,Singapore,Chinatown,0.78,0.0896,1.0,SGD,1.30745,2025-06-15,2025-06-25,10,leisure
T009182,M01465,South Korea,Seoul,Myeongdong,0.81,0.04,0.9487,KRW,1422.440833,2024-08-07,2024-08-19,12,business
T009183,M04090,Indonesia,Bali,Seminyak,0.36,0.8005,0.4736,IDR,16477.86518,2024-01-10,2024-01-17,7,leisure
T009184,M00948,Thailand,Bangkok,Sukhumvit,0.68,0.4571,0.5074,THB,32.882809,2024-01-20,2024-02-01,12,business
T009185,M03725,Thailand,Phuket,Patong,0.4,0.4571,0.5074,THB,32.882809,2024-08-13,2024-08-16,3,leisure
T009186,M00811,Singapore,Singapore,Chinatown,0.78,0.0896,1.0,SGD,1.30745,2025-06-21,2025-06-26,5,leisure
T009187,M00323,Indonesia,Yogyakarta,Malioboro,0.19,0.8005,0.4736,IDR,16477.86518,2025-01-09,2025-01-12,3,business
T009188,M00295,Australia,Sydney,CBD,0.92,0.04,1.4968,AUD,1.551998,2024-05-09,2024-05-13,4,business
T009189,M02350,Malaysia,Kuala Lumpur,Bukit Bintang,0.61,0.4729,0.5228,MYR,4.284424,2024-05-16,2024-05-23,7,leisure
T009190,M03435,South Korea,Seoul,Myeongdong,0.81,0.04,0.9487,KRW,1422.440833,2024-11-22,2024-12-01,9,leisure
T009191,M00901,Vietnam,Da Nang,Han River,0.21,0.316,0.463,VND,24164.885833,2024-02-04,2024-02-07,3,business
T009192,M04468,Thailand,Phuket,Patong,0.4,0.4571,0.5074,THB,32.882809,2024-12-10,2024-12-19,9,leisure
T009193,M02755,Japan,Tokyo,Shibuya,0.94,0.1166,1.0724,JPY,149.657927,2025-01-14,2025-01-26,12,leisure
T009194,M04570,Vietnam,Ho Chi Minh City,District 1,0.38,0.316,0.463,VND,24164.885833,2024-07-27,2024-08-02,6,leisure
T009195,M02017,Vietnam,Hanoi,Ba Dinh,0.29,0.316,0.463,VND,24164.885833,2024-08-01,2024-08-10,9,business
T009196,M03523,Singapore,Singapore,Chinatown,0.78,0.0896,1.0,SGD,1.30745,2024-02-14,2024-02-28,14,business
T009197,M01285,Japan,Osaka,Namba,0.72,0.1166,1.0724,JPY,149.657927,2024-02-06,2024-02-09,3,business
T009198,M04382,Malaysia,Kuala Lumpur,Bukit Bintang,0.61,0.4729,0.5228,MYR,4.284424,2024-06-01,2024-06-05,4,leisure
T009199,M01328,Indonesia,Bali,Ubud,0.14,0.8005,0.4736,IDR,16477.86518,2024-10-30,2024-11-05,6,leisure
T009200,M03653,Indonesia,Bali,Seminyak,0.36,0.8005,0.4736,IDR,16477.86518,2025-05-12,2025-05-23,11,leisure
T009201,M00575,Italy,Rome,Centro Storico,0.52,0.0708,1.14,EUR,0.884969,2024-11-14,2024-11-19,5,leisure
T009202,M01718,Thailand,Chiang Mai,Old City,0.31,0.4571,0.5074,THB,32.882809,2024-02-28,2024-03-12,13,leisure
T009203,M03458,Thailand,Chiang Mai,Old City,0.31,0.4571,0.5074,THB,32.882809,2025-05-01,2025-05-10,9,leisure
T009204,M03233,Italy,Florence,Duomo,0.38,0.0708,1.14,EUR,0.884969,2025-03-18,2025-03-24,6,leisure
T009205,M03179,Hong Kong,Hong Kong,Central,0.95,0.14,1.1713,HKD,7.797083,2024-06-25,2024-07-04,9,leisure
T009206,M04378,Vietnam,Ho Chi Minh City,District 1,0.38,0.316,0.463,VND,24164.885833,2024-03-03,2024-03-16,13,leisure
T009207,M00346,Singapore,Singapore,Chinatown,0.78,0.0896,1.0,SGD,1.30745,2024-02-21,2024-02-28,7,leisure
T009208,M02450,France,Paris,Le Marais,0.74,0.04,1.2658,EUR,0.884969,2024-06-28,2024-06-30,2,leisure
T009209,M02475,Vietnam,Da Nang,Han River,0.21,0.316,0.463,VND,24164.885833,2024-04-12,2024-04-21,9,leisure
T009210,M04202,Hong Kong,Hong Kong,Central,0.95,0.14,1.1713,HKD,7.797083,2024-08-01,2024-08-15,14,leisure
T009211,M01375,Australia,Sydney,CBD,0.92,0.04,1.4968,AUD,1.551998,2024-01-17,2024-01-25,8,business
T009212,M03566,Malaysia,Penang,George Town,0.33,0.4729,0.5228,MYR,4.284424,2024-07-21,2024-07-29,8,business
T009213,M02970,Indonesia,Yogyakarta,Malioboro,0.19,0.8005,0.4736,IDR,16477.86518,2024-03-28,2024-04-03,6,business
T009214,M02349,South Korea,Seoul,Myeongdong,0.81,0.04,0.9487,KRW,1422.440833,2024-11-30,2024-12-05,5,leisure
T009215,M01191,South Korea,Seoul,Gangnam,0.93,0.04,0.9487,KRW,1422.440833,2024-07-04,2024-07-09,5,leisure
T009216,M03376,Vietnam,Hanoi,Ba Dinh,0.29,0.316,0.463,VND,24164.885833,2024-06-03,2024-06-17,14,leisure
T009217,M00405,South Korea,Seoul,Myeongdong,0.81,0.04,0.9487,KRW,1422.440833,2025-02-21,2025-02-26,5,business
T009218,M01635,Vietnam,Hanoi,Old Quarter,0.16,0.316,0.463,VND,24164.885833,2024-04-10,2024-04-20,10,business
T009219,M04787,Hong Kong,Hong Kong,Mong Kok,0.7,0.14,1.1713,HKD,7.797083,2024-06-12,2024-06-19,7,leisure
T009220,M02686,Thailand,Bangkok,Sukhumvit,0.68,0.4571,0.5074,THB,32.882809,2024-07-21,2024-07-25,4,leisure
T009221,M02952,Australia,Sydney,CBD,0.92,0.04,1.4968,AUD,1.551998,2024-03-21,2024-03-28,7,leisure
T009222,M03873,Vietnam,Da Nang,Han River,0.21,0.316,0.463,VND,24164.885833,2025-06-16,2025-06-19,3,business
T009223,M00797,Vietnam,Da Nang,Han River,0.21,0.316,0.463,VND,24164.885833,2025-03-12,2025-03-17,5,leisure
T009224,M02854,Japan,Tokyo,Shibuya,0.94,0.1166,1.0724,JPY,149.657927,2024-01-18,2024-01-30,12,business
T009225,M03231,South Korea,Seoul,Gangnam,0.93,0.04,0.9487,KRW,1422.440833,2024-10-29,2024-11-01,3,business
T009226,M04383,Australia,Melbourne,Laneways,0.88,0.04,1.4968,AUD,1.551998,2024-11-02,2024-11-07,5,leisure
T009227,M03999,Indonesia,Yogyakarta,Malioboro,0.19,0.8005,0.4736,IDR,16477.86518,2024-02-21,2024-03-01,9,leisure
T009228,M04774,Australia,Sydney,CBD,0.92,0.04,1.4968,AUD,1.551998,2024-10-29,2024-11-03,5,leisure
T009229,M04988,Vietnam,Hanoi,Ba Dinh,0.29,0.316,0.463,VND,24164.885833,2025-04-19,2025-04-23,4,business
T009230,M04063,Australia,Melbourne,Laneways,0.88,0.04,1.4968,AUD,1.551998,2024-04-13,2024-04-25,12,business
T009231,M02417,South Korea,Seoul,Myeongdong,0.81,0.04,0.9487,KRW,1422.440833,2024-03-02,2024-03-12,10,leisure
T009232,M01828,Japan,Osaka,Namba,0.72,0.1166,1.0724,JPY,149.657927,2024-06-15,2024-06-23,8,leisure
T009233,M02897,Italy,Florence,Duomo,0.38,0.0708,1.14,EUR,0.884969,2024-02-19,2024-02-28,9,leisure
T009234,M01669,Malaysia,Kuala Lumpur,Bukit Bintang,0.61,0.4729,0.5228,MYR,4.284424,2024-08-28,2024-08-30,2,leisure
T009235,M04460,Australia,Melbourne,Laneways,0.88,0.04,1.4968,AUD,1.551998,2024-08-01,2024-08-11,10,leisure
T009236,M01234,Hong Kong,Hong Kong,Central,0.95,0.14,1.1713,HKD,7.797083,2024-06-11,2024-06-22,11,business
T009237,M04739,France,Paris,Le Marais,0.74,0.04,1.2658,EUR,0.884969,2024-05-26,2024-05-28,2,leisure
T009238,M03949,Vietnam,Hanoi,Old Quarter,0.16,0.316,0.463,VND,24164.885833,2024-01-14,2024-01-27,13,business
T009239,M02772,Vietnam,Ho Chi Minh City,District 1,0.38,0.316,0.463,VND,24164.885833,2025-05-01,2025-05-12,11,leisure
T009240,M04620,South Korea,Seoul,Myeongdong,0.81,0.04,0.9487,KRW,1422.440833,2024-06-09,2024-06-16,7,leisure
T009241,M02654,South Korea,Seoul,Gangnam,0.93,0.04,0.9487,KRW,1422.440833,2025-06-12,2025-06-15,3,leisure
T009242,M01775,Thailand,Chiang Mai,Old City,0.31,0.4571,0.5074,THB,32.882809,2024-01-12,2024-01-24,12,leisure
T009243,M00839,South Korea,Seoul,Myeongdong,0.81,0.04,0.9487,KRW,1422.440833,2025-01-24,2025-01-27,3,business
T009244,M00137,Singapore,Singapore,Orchard,0.96,0.0896,1.0,SGD,1.30745,2025-01-12,2025-01-25,13,leisure
T009245,M03661,Malaysia,Kuala Lumpur,KLCC,0.77,0.4729,0.5228,MYR,4.284424,2025-04-19,2025-05-03,14,leisure
T009246,M04121,Thailand,Chiang Mai,Old City,0.31,0.4571,0.5074,THB,32.882809,2024-08-17,2024-08-23,6,leisure
T009247,M04450,Japan,Tokyo,Ginza,0.91,0.1166,1.0724,JPY,149.657927,2024-03-08,2024-03-13,5,leisure
T009248,M01543,Thailand,Bangkok,Sukhumvit,0.68,0.4571,0.5074,THB,32.882809,2024-01-20,2024-01-23,3,business
T009249,M03082,Singapore,Singapore,Orchard,0.96,0.0896,1.0,SGD,1.30745,2024-12-30,2025-01-04,5,leisure
T009250,M01010,Australia,Sydney,CBD,0.92,0.04,1.4968,AUD,1.551998,2025-03-11,2025-03-21,10,business
T009251,M01300,Italy,Florence,Duomo,0.38,0.0708,1.14,EUR,0.884969,2024-10-11,2024-10-24,13,leisure
T009252,M03380,South Korea,Seoul,Gangnam,0.93,0.04,0.9487,KRW,1422.440833,2024-11-13,2024-11-15,2,business
T009253,M02103,Hong Kong,Hong Kong,Mong Kok,0.7,0.14,1.1713,HKD,7.797083,2024-09-29,2024-10-12,13,business
T009254,M00211,Indonesia,Jakarta,SCBD,0.44,0.8005,0.4736,IDR,16477.86518,2024-05-09,2024-05-19,10,business
T009255,M01132,Australia,Melbourne,Laneways,0.88,0.04,1.4968,AUD,1.551998,2024-09-19,2024-09-28,9,leisure
T009256,M04269,Japan,Tokyo,Shibuya,0.94,0.1166,1.0724,JPY,149.657927,2024-02-08,2024-02-12,4,business
T009257,M00476,Vietnam,Hanoi,Ba Dinh,0.29,0.316,0.463,VND,24164.885833,2024-07-12,2024-07-21,9,leisure
T009258,M00679,Japan,Osaka,Namba,0.72,0.1166,1.0724,JPY,149.657927,2024-11-21,2024-11-28,7,leisure
T009259,M03441,Italy,Florence,Duomo,0.38,0.0708,1.14,EUR,0.884969,2024-07-18,2024-07-30,12,leisure
T009260,M00481,Vietnam,Hanoi,Old Quarter,0.16,0.316,0.463,VND,24164.885833,2024-01-11,2024-01-14,3,leisure
T009261,M03234,Indonesia,Yogyakarta,Malioboro,0.19,0.8005,0.4736,IDR,16477.86518,2025-04-16,2025-04-19,3,leisure
T009262,M01416,Japan,Tokyo,Ginza,0.91,0.1166,1.0724,JPY,149.657927,2024-12-22,2024-12-30,8,business
T009263,M01296,Malaysia,Kuala Lumpur,Bukit Bintang,0.61,0.4729,0.5228,MYR,4.284424,2024-04-20,2024-05-03,13,leisure
T009264,M04394,Thailand,Bangkok,Khao San,0.22,0.4571,0.5074,THB,32.882809,2024-07-22,2024-07-31,9,leisure
T009265,M02628,Hong Kong,Hong Kong,Central,0.95,0.14,1.1713,HKD,7.797083,2025-02-10,2025-02-19,9,leisure
T009266,M02128,Singapore,Singapore,Chinatown,0.78,0.0896,1.0,SGD,1.30745,2024-11-14,2024-11-24,10,leisure
T009267,M01173,Indonesia,Yogyakarta,Malioboro,0.19,0.8005,0.4736,IDR,16477.86518,2025-05-13,2025-05-17,4,leisure
T009268,M03187,Thailand,Bangkok,Khao San,0.22,0.4571,0.5074,THB,32.882809,2024-06-29,2024-07-05,6,leisure
T009269,M01823,Indonesia,Bali,Ubud,0.14,0.8005,0.4736,IDR,16477.86518,2025-04-30,2025-05-13,13,leisure
T009270,M01728,Australia,Melbourne,Laneways,0.88,0.04,1.4968,AUD,1.551998,2024-10-15,2024-10-24,9,leisure
T009271,M03362,Thailand,Phuket,Patong,0.4,0.4571,0.5074,THB,32.882809,2025-04-04,2025-04-08,4,leisure
T009272,M01740,Vietnam,Da Nang,Han River,0.21,0.316,0.463,VND,24164.885833,2025-02-26,2025-03-02,4,leisure
T009273,M02083,Indonesia,Bali,Seminyak,0.36,0.8005,0.4736,IDR,16477.86518,2024-01-19,2024-01-21,2,leisure
T009274,M01447,Singapore,Singapore,Chinatown,0.78,0.0896,1.0,SGD,1.30745,2024-04-15,2024-04-22,7,business
T009275,M04162,Malaysia,Penang,George Town,0.33,0.4729,0.5228,MYR,4.284424,2024-08-27,2024-09-08,12,business
T009276,M01392,Vietnam,Ho Chi Minh City,District 1,0.38,0.316,0.463,VND,24164.885833,2024-04-24,2024-04-27,3,leisure
T009277,M01416,France,Paris,Montmartre,0.41,0.04,1.2658,EUR,0.884969,2025-01-15,2025-01-22,7,leisure
T009278,M03466,Japan,Kyoto,Gion,0.48,0.1166,1.0724,JPY,149.657927,2025-01-28,2025-02-02,5,leisure
T009279,M03018,Malaysia,Penang,George Town,0.33,0.4729,0.5228,MYR,4.284424,2024-10-01,2024-10-14,13,business
T009280,M01629,South Korea,Seoul,Gangnam,0.93,0.04,0.9487,KRW,1422.440833,2025-04-28,2025-05-05,7,leisure
T009281,M01550,France,Paris,Le Marais,0.74,0.04,1.2658,EUR,0.884969,2025-02-16,2025-02-22,6,leisure
T009282,M04204,Thailand,Bangkok,Khao San,0.22,0.4571,0.5074,THB,32.882809,2024-07-09,2024-07-12,3,leisure
T009283,M03812,Australia,Melbourne,Laneways,0.88,0.04,1.4968,AUD,1.551998,2024-12-26,2025-01-06,11,leisure
T009284,M00477,South Korea,Seoul,Gangnam,0.93,0.04,0.9487,KRW,1422.440833,2024-03-09,2024-03-11,2,leisure
T009285,M04750,Thailand,Bangkok,Sukhumvit,0.68,0.4571,0.5074,THB,32.882809,2025-01-26,2025-02-01,6,leisure
T009286,M03698,France,Paris,Le Marais,0.74,0.04,1.2658,EUR,0.884969,2025-04-01,2025-04-08,7,leisure
T009287,M02748,Vietnam,Da Nang,Han River,0.21,0.316,0.463,VND,24164.885833,2025-04-17,2025-04-21,4,leisure
T009288,M00984,Indonesia,Yogyakarta,Malioboro,0.19,0.8005,0.4736,IDR,16477.86518,2024-02-23,2024-02-28,5,leisure
T009289,M04669,Japan,Tokyo,Shibuya,0.94,0.1166,1.0724,JPY,149.657927,2024-11-21,2024-11-30,9,business
T009290,M00475,France,Paris,Montmartre,0.41,0.04,1.2658,EUR,0.884969,2025-05-08,2025-05-19,11,business
T009291,M02291,Singapore,Singapore,Orchard,0.96,0.0896,1.0,SGD,1.30745,2024-10-13,2024-10-22,9,business
T009292,M01927,Thailand,Chiang Mai,Old City,0.31,0.4571,0.5074,THB,32.882809,2024-11-29,2024-12-04,5,leisure
T009293,M04685,Japan,Kyoto,Gion,0.48,0.1166,1.0724,JPY,149.657927,2024-11-21,2024-12-05,14,leisure
T009294,M02262,South Korea,Busan,Haeundae,0.55,0.04,0.9487,KRW,1422.440833,2025-06-02,2025-06-07,5,leisure
T009295,M03065,Malaysia,Penang,George Town,0.33,0.4729,0.5228,MYR,4.284424,2024-01-17,2024-01-21,4,leisure
T009296,M00982,Indonesia,Jakarta,SCBD,0.44,0.8005,0.4736,IDR,16477.86518,2024-08-25,2024-08-28,3,leisure
T009297,M02453,Italy,Florence,Duomo,0.38,0.0708,1.14,EUR,0.884969,2024-04-11,2024-04-15,4,leisure
T009298,M00507,South Korea,Busan,Haeundae,0.55,0.04,0.9487,KRW,1422.440833,2025-05-10,2025-05-13,3,leisure
T009299,M00270,Australia,Sydney,CBD,0.92,0.04,1.4968,AUD,1.551998,2025-01-03,2025-01-09,6,leisure
T009300,M02869,Vietnam,Hanoi,Ba Dinh,0.29,0.316,0.463,VND,24164.885833,2024-08-23,2024-09-06,14,business
T009301,M03674,Thailand,Bangkok,Sukhumvit,0.68,0.4571,0.5074,THB,32.882809,2024-09-18,2024-09-27,9,leisure
T009302,M02153,France,Paris,Montmartre,0.41,0.04,1.2658,EUR,0.884969,2024-08-17,2024-08-22,5,business
T009303,M04202,Hong Kong,Hong Kong,Central,0.95,0.14,1.1713,HKD,7.797083,2024-01-31,2024-02-09,9,leisure
T009304,M04859,Thailand,Bangkok,Khao San,0.22,0.4571,0.5074,THB,32.882809,2024-03-20,2024-03-22,2,leisure
T009305,M02088,Thailand,Phuket,Patong,0.4,0.4571,0.5074,THB,32.882809,2024-02-12,2024-02-14,2,leisure
T009306,M04930,Vietnam,Hanoi,Old Quarter,0.16,0.316,0.463,VND,24164.885833,2024-03-03,2024-03-14,11,business
T009307,M00211,Vietnam,Da Nang,Han River,0.21,0.316,0.463,VND,24164.885833,2024-02-19,2024-02-24,5,leisure
T009308,M01482,France,Paris,Le Marais,0.74,0.04,1.2658,EUR,0.884969,2024-09-14,2024-09-26,12,leisure
T009309,M02598,Australia,Melbourne,Laneways,0.88,0.04,1.4968,AUD,1.551998,2024-02-28,2024-03-03,4,leisure
T009310,M00297,Indonesia,Bali,Ubud,0.14,0.8005,0.4736,IDR,16477.86518,2024-09-12,2024-09-15,3,business
T009311,M03191,Singapore,Singapore,Chinatown,0.78,0.0896,1.0,SGD,1.30745,2024-06-07,2024-06-10,3,business
T009312,M04736,Vietnam,Ho Chi Minh City,District 1,0.38,0.316,0.463,VND,24164.885833,2025-05-04,2025-05-07,3,business
T009313,M04224,Japan,Kyoto,Gion,0.48,0.1166,1.0724,JPY,149.657927,2024-04-12,2024-04-22,10,leisure
T009314,M00648,Vietnam,Da Nang,Han River,0.21,0.316,0.463,VND,24164.885833,2025-03-13,2025-03-20,7,leisure
T009315,M01274,Singapore,Singapore,Orchard,0.96,0.0896,1.0,SGD,1.30745,2024-09-18,2024-09-27,9,leisure
T009316,M02434,France,Paris,Montmartre,0.41,0.04,1.2658,EUR,0.884969,2024-05-22,2024-05-24,2,leisure
T009317,M02025,Hong Kong,Hong Kong,Central,0.95,0.14,1.1713,HKD,7.797083,2024-06-19,2024-06-28,9,leisure
T009318,M02718,Indonesia,Bali,Seminyak,0.36,0.8005,0.4736,IDR,16477.86518,2024-03-09,2024-03-17,8,leisure
T009319,M02675,Malaysia,Kuala Lumpur,Bukit Bintang,0.61,0.4729,0.5228,MYR,4.284424,2024-01-10,2024-01-12,2,business
T009320,M00161,Thailand,Phuket,Patong,0.4,0.4571,0.5074,THB,32.882809,2024-07-01,2024-07-14,13,business
T009321,M03189,South Korea,Seoul,Myeongdong,0.81,0.04,0.9487,KRW,1422.440833,2024-04-14,2024-04-22,8,leisure
T009322,M04361,Vietnam,Hanoi,Old Quarter,0.16,0.316,0.463,VND,24164.885833,2025-06-13,2025-06-26,13,business
T009323,M03179,Vietnam,Hanoi,Ba Dinh,0.29,0.316,0.463,VND,24164.885833,2024-06-29,2024-07-03,4,leisure
T009324,M00833,Hong Kong,Hong Kong,Central,0.95,0.14,1.1713,HKD,7.797083,2025-06-03,2025-06-06,3,leisure
T009325,M03980,Italy,Florence,Duomo,0.38,0.0708,1.14,EUR,0.884969,2025-05-10,2025-05-15,5,business
T009326,M02819,Japan,Tokyo,Ginza,0.91,0.1166,1.0724,JPY,149.657927,2024-11-20,2024-12-03,13,leisure
T009327,M00244,South Korea,Seoul,Myeongdong,0.81,0.04,0.9487,KRW,1422.440833,2025-03-06,2025-03-08,2,leisure
T009328,M00024,Japan,Kyoto,Gion,0.48,0.1166,1.0724,JPY,149.657927,2024-07-09,2024-07-18,9,leisure
T009329,M04040,France,Paris,Montmartre,0.41,0.04,1.2658,EUR,0.884969,2024-05-26,2024-06-06,11,leisure
T009330,M01542,Japan,Kyoto,Gion,0.48,0.1166,1.0724,JPY,149.657927,2024-06-04,2024-06-06,2,business
T009331,M04676,Japan,Tokyo,Shibuya,0.94,0.1166,1.0724,JPY,149.657927,2024-03-13,2024-03-25,12,leisure
T009332,M03394,Japan,Osaka,Namba,0.72,0.1166,1.0724,JPY,149.657927,2025-03-13,2025-03-21,8,leisure
T009333,M01728,Australia,Sydney,CBD,0.92,0.04,1.4968,AUD,1.551998,2025-06-12,2025-06-23,11,business
T009334,M01800,Hong Kong,Hong Kong,Central,0.95,0.14,1.1713,HKD,7.797083,2025-02-11,2025-02-25,14,leisure
T009335,M00919,Malaysia,Kuala Lumpur,KLCC,0.77,0.4729,0.5228,MYR,4.284424,2025-04-26,2025-04-28,2,leisure
T009336,M01028,Malaysia,Kuala Lumpur,Bukit Bintang,0.61,0.4729,0.5228,MYR,4.284424,2025-03-13,2025-03-18,5,leisure
T009337,M04975,Singapore,Singapore,Orchard,0.96,0.0896,1.0,SGD,1.30745,2024-07-13,2024-07-20,7,leisure
T009338,M03795,Thailand,Phuket,Patong,0.4,0.4571,0.5074,THB,32.882809,2024-02-05,2024-02-09,4,business
T009339,M02241,Indonesia,Yogyakarta,Malioboro,0.19,0.8005,0.4736,IDR,16477.86518,2024-03-26,2024-04-08,13,leisure
T009340,M01398,Indonesia,Yogyakarta,Malioboro,0.19,0.8005,0.4736,IDR,16477.86518,2024-03-07,2024-03-19,12,leisure
T009341,M03886,Vietnam,Hanoi,Ba Dinh,0.29,0.316,0.463,VND,24164.885833,2024-06-14,2024-06-26,12,business
T009342,M01630,Indonesia,Bali,Ubud,0.14,0.8005,0.4736,IDR,16477.86518,2024-09-04,2024-09-10,6,leisure
T009343,M04482,Malaysia,Kuala Lumpur,KLCC,0.77,0.4729,0.5228,MYR,4.284424,2025-04-15,2025-04-28,13,leisure
T009344,M01182,South Korea,Seoul,Gangnam,0.93,0.04,0.9487,KRW,1422.440833,2024-12-24,2025-01-06,13,leisure
T009345,M04930,France,Paris,Le Marais,0.74,0.04,1.2658,EUR,0.884969,2025-06-19,2025-06-27,8,leisure
T009346,M03966,Australia,Melbourne,Laneways,0.88,0.04,1.4968,AUD,1.551998,2025-01-18,2025-01-29,11,leisure
T009347,M02293,Australia,Melbourne,Laneways,0.88,0.04,1.4968,AUD,1.551998,2025-01-20,2025-02-02,13,leisure
T009348,M00133,Indonesia,Yogyakarta,Malioboro,0.19,0.8005,0.4736,IDR,16477.86518,2024-05-23,2024-06-05,13,business
T009349,M03056,Japan,Osaka,Namba,0.72,0.1166,1.0724,JPY,149.657927,2025-02-15,2025-02-22,7,leisure
T009350,M02066,Japan,Tokyo,Ginza,0.91,0.1166,1.0724,JPY,149.657927,2025-04-28,2025-05-02,4,leisure
T009351,M03653,Italy,Florence,Duomo,0.38,0.0708,1.14,EUR,0.884969,2024-03-30,2024-04-03,4,leisure
T009352,M02067,Indonesia,Bali,Ubud,0.14,0.8005,0.4736,IDR,16477.86518,2025-03-12,2025-03-15,3,leisure
T009353,M00982,Vietnam,Hanoi,Old Quarter,0.16,0.316,0.463,VND,24164.885833,2024-08-14,2024-08-21,7,leisure
T009354,M01631,France,Paris,Montmartre,0.41,0.04,1.2658,EUR,0.884969,2024-07-10,2024-07-17,7,business
T009355,M02888,Vietnam,Hanoi,Old Quarter,0.16,0.316,0.463,VND,24164.885833,2024-11-17,2024-11-20,3,leisure
T009356,M04294,Vietnam,Hanoi,Ba Dinh,0.29,0.316,0.463,VND,24164.885833,2024-04-06,2024-04-11,5,leisure
T009357,M01728,France,Paris,Le Marais,0.74,0.04,1.2658,EUR,0.884969,2024-06-14,2024-06-24,10,leisure
T009358,M01576,South Korea,Seoul,Gangnam,0.93,0.04,0.9487,KRW,1422.440833,2025-05-28,2025-06-08,11,leisure
T009359,M04450,Indonesia,Bali,Seminyak,0.36,0.8005,0.4736,IDR,16477.86518,2025-06-21,2025-06-30,9,leisure
T009360,M03512,Thailand,Bangkok,Khao San,0.22,0.4571,0.5074,THB,32.882809,2024-06-08,2024-06-19,11,leisure
T009361,M01753,Australia,Melbourne,Laneways,0.88,0.04,1.4968,AUD,1.551998,2025-03-09,2025-03-22,13,business
T009362,M03451,Thailand,Bangkok,Khao San,0.22,0.4571,0.5074,THB,32.882809,2024-08-12,2024-08-25,13,business
T009363,M01553,Singapore,Singapore,Chinatown,0.78,0.0896,1.0,SGD,1.30745,2024-03-31,2024-04-08,8,leisure
T009364,M02493,Hong Kong,Hong Kong,Central,0.95,0.14,1.1713,HKD,7.797083,2025-04-24,2025-04-27,3,business
T009365,M01561,Italy,Rome,Centro Storico,0.52,0.0708,1.14,EUR,0.884969,2025-01-07,2025-01-14,7,leisure
T009366,M02729,South Korea,Seoul,Myeongdong,0.81,0.04,0.9487,KRW,1422.440833,2024-11-05,2024-11-19,14,leisure
T009367,M04514,Malaysia,Penang,George Town,0.33,0.4729,0.5228,MYR,4.284424,2024-01-08,2024-01-20,12,leisure
T009368,M02594,Thailand,Chiang Mai,Old City,0.31,0.4571,0.5074,THB,32.882809,2024-07-28,2024-08-11,14,business
T009369,M02779,Indonesia,Bali,Seminyak,0.36,0.8005,0.4736,IDR,16477.86518,2024-10-26,2024-11-05,10,business
T009370,M03113,Vietnam,Ho Chi Minh City,District 1,0.38,0.316,0.463,VND,24164.885833,2024-12-07,2024-12-16,9,business
T009371,M00924,Italy,Rome,Centro Storico,0.52,0.0708,1.14,EUR,0.884969,2024-09-28,2024-10-08,10,leisure
T009372,M02287,Indonesia,Yogyakarta,Malioboro,0.19,0.8005,0.4736,IDR,16477.86518,2024-02-18,2024-02-25,7,business
T009373,M02108,Thailand,Phuket,Patong,0.4,0.4571,0.5074,THB,32.882809,2024-04-23,2024-04-25,2,leisure
T009374,M04637,Vietnam,Hanoi,Old Quarter,0.16,0.316,0.463,VND,24164.885833,2025-06-23,2025-07-05,12,business
T009375,M03619,Singapore,Singapore,Chinatown,0.78,0.0896,1.0,SGD,1.30745,2024-06-16,2024-06-21,5,leisure
T009376,M00329,Vietnam,Hanoi,Old Quarter,0.16,0.316,0.463,VND,24164.885833,2025-06-11,2025-06-14,3,business
