txn_id,trip_id,member_id,category,mcc,merchant_name,dest_country,dest_district,currency,amount_usd,amount_local,amount
X0019190,T007758,M03349,retail,5311,Elfon laundry,Indonesia,Malioboro,IDR,19.07,314215.0,19.07
X0019191,T007759,M01305,retail,5311,Abbesses shops,France,Montmartre,EUR,370.39,327.78,370.39
X0019192,T007760,M02818,retail,5311,Campo de' Fiori market,Italy,Centro Storico,EUR,96.48,85.38,96.48
X0019193,T007761,M01149,retail,5311,Tokyu Hands Shibuya,Japan,Shibuya,JPY,282.18,42231.0,282.18
X0019194,T007762,M00203,retail,5311,Forever 21,Japan,Shibuya,JPY,658.01,98476.0,658.01
X0019195,T007763,M02865,retail,5311,Pavilion KL,Malaysia,Bukit Bintang,MYR,59.38,254.4,59.38
X0019196,T007764,M01915,retail,5311,Pacific Place,Indonesia,SCBD,IDR,63.23,1041857.0,63.23
X0019197,T007766,M01509,retail,5311,Mitsukoshi Ginza,Japan,Ginza,JPY,393.7,58921.0,393.7
X0019198,T007767,M03491,retail,5311,7-Eleven,Australia,Laneways,AUD,275.37,427.37,275.37
X0019199,T007768,M03650,retail,5311,아카데미듀뱅,South Korea,Gangnam,KRW,279.74,397914.0,279.74
X0019200,T007769,M00347,retail,5311,IFC Mall,Hong Kong,Central,HKD,293.38,2287.52,293.38
X0019201,T007770,M02490,retail,5311,Nishiki Market stalls,Japan,Gion,JPY,540.22,80848.0,540.22
X0019202,T007772,M04705,retail,5311,Cửa Hàng Xe Ô Tô Audi,Vietnam,District 1,VND,216.35,5228133.0,216.35
X0019203,T007773,M02539,retail,5311,Hang Ngang silk shops,Vietnam,Old Quarter,VND,57.59,1391638.0,57.59
X0019204,T007775,M01378,retail,5311,THE CLIGE (Bags),South Korea,Myeongdong,KRW,163.34,232343.0,163.34
X0019205,T007776,M04377,retail,5311,Coles,Australia,CBD,AUD,195.56,303.5,195.56
X0019206,T007777,M02616,retail,5311,Takashimaya,Singapore,Orchard,SGD,1189.31,1554.96,1189.31
X0019207,T007778,M03002,retail,5311,Vincom Da Nang,Vietnam,Han River,VND,21.12,510332.0,21.12
X0019208,T007779,M03860,retail,5311,Mitsukoshi Ginza,Japan,Ginza,JPY,1186.06,177503.0,1186.06
X0019209,T007781,M03023,retail,5311,Langham Place,Hong Kong,Mong Kok,HKD,452.15,3525.42,452.15
X0019210,T007782,M04045,retail,5311,Mitsukoshi Ginza,Japan,Ginza,JPY,207.09,30993.0,207.09
X0019211,T007784,M04964,retail,5311,Times Square,Thailand,Sukhumvit,THB,103.56,3405.46,103.56
X0019212,T007785,M01586,retail,5311,Kuromon Market,Japan,Namba,JPY,391.59,58605.0,391.59
X0019213,T007786,M00872,retail,5311,Sneaker Street,Hong Kong,Mong Kok,HKD,101.22,789.19,101.22
X0019214,T007787,M02081,retail,5311,MLB,South Korea,Myeongdong,KRW,418.23,594912.0,418.23
X0019215,T007789,M03190,retail,5311,Chinatown Complex,Singapore,Chinatown,SGD,184.76,241.56,184.76
X0019216,T007790,M02354,retail,5311,Kyoto Craft Center,Japan,Gion,JPY,694.57,103949.0,694.57
X0019217,T007791,M01569,retail,5311,Wako,Japan,Ginza,JPY,1078.68,161434.0,1078.68
X0019218,T007792,M04510,retail,5311,FamilyMart,Japan,Shibuya,JPY,174.24,26076.0,174.24
X0019219,T007793,M04711,retail,5311,BHV Marais,France,Le Marais,EUR,95.45,84.47,95.45
X0019220,T007796,M00531,retail,5311,Paragon,Singapore,Orchard,SGD,210.94,275.79,210.94
X0019221,T007798,M02502,retail,5311,Saigon Centre,Vietnam,District 1,VND,369.34,8925101.0,369.34
X0019222,T007799,M02744,retail,5311,Bali Ethnic Spa,Indonesia,Ubud,IDR,26.68,439675.0,26.68
X0019223,T007801,M00412,retail,5311,41 Living Story,Malaysia,George Town,MYR,150.93,646.65,150.93
X0019224,T007802,M02303,retail,5311,BHV Marais,France,Le Marais,EUR,1169.0,1034.53,1169.0
X0019225,T007803,M01331,retail,5311,Telagamas Motors,Malaysia,George Town,MYR,96.11,411.78,96.11
X0019226,T007805,M04111,retail,5311,Crystal Mart,South Korea,Myeongdong,KRW,434.46,617991.0,434.46
X0019227,T007806,M01734,retail,5311,Skechers,Japan,Shibuya,JPY,1123.43,168130.0,1123.43
X0019228,T007807,M00775,retail,5311,EmQuartier,Thailand,Sukhumvit,THB,34.93,1148.44,34.93
X0019229,T007808,M04947,retail,5311,Britbike,Thailand,Old City,THB,106.22,3492.94,106.22
X0019230,T007812,M02849,retail,5311,고래사어묵,South Korea,Haeundae,KRW,110.31,156905.0,110.31
X0019231,T007813,M01291,retail,5311,Paragon,Singapore,Orchard,SGD,227.5,297.45,227.5
X0019232,T007814,M03669,retail,5311,JB Hi-Fi,Australia,Laneways,AUD,353.21,548.18,353.21
X0019233,T007815,M01640,retail,5311,Shaman,Thailand,Khao San,THB,11.73,385.64,11.73
X0019234,T007817,M03376,retail,5311,Emporium Melbourne,Australia,Laneways,AUD,106.53,165.33,106.53
X0019235,T007818,M02088,retail,5311,Daiso,South Korea,Haeundae,KRW,165.34,235188.0,165.34
X0019236,T007820,M03246,retail,5311,Merci,France,Le Marais,EUR,205.62,181.97,205.62
X0019237,T007821,M00500,retail,5311,Dong Xuan Market,Vietnam,Old Quarter,VND,2.5,60419.0,2.5
X0019238,T007822,M02483,retail,5311,Takashimaya,Singapore,Orchard,SGD,175.02,228.83,175.02
X0019239,T007825,M02206,retail,5311,Adidas,Vietnam,District 1,VND,59.32,1433498.0,59.32
X0019240,T007826,M01742,retail,5311,Mini Mart on Flinders,Australia,Laneways,AUD,155.09,240.7,155.09
X0019241,T007827,M03951,retail,5311,Terminal 21 Asok,Thailand,Sukhumvit,THB,33.79,1111.27,33.79
X0019242,T007828,M04359,retail,5311,BHV Marais,France,Le Marais,EUR,55.28,48.92,55.28
X0019243,T007830,M02599,retail,5311,Chinatown Complex,Singapore,Chinatown,SGD,709.28,927.35,709.28
X0019244,T007831,M04895,retail,5311,Aerim Florist,South Korea,Myeongdong,KRW,335.43,477124.0,335.43
X0019245,T007834,M02444,retail,5311,Pavilion nearby,Malaysia,KLCC,MYR,228.72,979.94,228.72
X0019246,T007835,M02912,retail,5311,Kagui,Australia,CBD,AUD,208.61,323.77,208.61
X0019247,T007836,M01376,retail,5311,Giant,Australia,CBD,AUD,93.06,144.42,93.06
X0019248,T007837,M04201,retail,5311,Chinatown Complex,Singapore,Chinatown,SGD,483.44,632.08,483.44
X0019249,T007838,M02828,retail,5311,Nishiki Market stalls,Japan,Gion,JPY,270.6,40497.0,270.6
X0019250,T007841,M01796,retail,5311,Ben Thanh Market,Vietnam,District 1,VND,129.94,3140069.0,129.94
X0019251,T007842,M04343,retail,5311,Takashimaya,Singapore,Orchard,SGD,162.94,213.03,162.94
X0019252,T007843,M02900,retail,5311,Banana Travel & Tours,Malaysia,George Town,MYR,11.14,47.74,11.14
X0019253,T007844,M01677,retail,5311,Vio,Indonesia,Ubud,IDR,0.98,16165.0,0.98
X0019254,T007845,M03671,retail,5311,Wako,Japan,Ginza,JPY,320.99,48038.0,320.99
X0019255,T007846,M04911,retail,5311,Central Catholic Bookshop,Australia,Laneways,AUD,556.62,863.87,556.62
X0019256,T007847,M03259,retail,5311,Circle K,Vietnam,District 1,VND,18.67,451268.0,18.67
X0019257,T007848,M04795,retail,5311,Hang Ngang silk shops,Vietnam,Old Quarter,VND,83.2,2010496.0,83.2
X0019258,T007849,M04729,retail,5311,Threads of Life,Indonesia,Ubud,IDR,18.71,308272.0,18.71
X0019259,T007851,M01604,retail,5311,Mitsukoshi Ginza,Japan,Ginza,JPY,78.29,11716.0,78.29
X0019260,T007853,M03419,retail,5311,Sneaker Street,Hong Kong,Mong Kok,HKD,155.13,1209.59,155.13
X0019261,T007854,M04383,retail,5311,Ba Dinh Square kiosks,Vietnam,Ba Dinh,VND,52.43,1266972.0,52.43
X0019262,T007855,M04834,retail,5311,Via del Corso shops,Italy,Centro Storico,EUR,221.27,195.82,221.27
X0019263,T007856,M01614,retail,5311,Rolex,Japan,Shibuya,JPY,163.12,24412.0,163.12
X0019264,T007857,M04607,retail,5311,ION Orchard,Singapore,Orchard,SGD,178.07,232.82,178.07
X0019265,T007858,M03017,retail,5311,Fahrenheit88,Malaysia,Bukit Bintang,MYR,153.93,659.48,153.93
X0019266,T007859,M01377,retail,5311,Lawson,Japan,Shibuya,JPY,34.46,5157.0,34.46
X0019267,T007860,M00687,retail,5311,Ben Thanh Market,Vietnam,District 1,VND,51.02,1232981.0,51.02
X0019268,T007861,M03517,retail,5311,FamilyMart,Vietnam,District 1,VND,10.09,243730.0,10.09
X0019269,T007863,M01664,retail,5311,Abbesses shops,France,Montmartre,EUR,521.19,461.24,521.19
X0019270,T007864,M03940,retail,5311,Pavilion nearby,Malaysia,KLCC,MYR,152.78,654.59,152.78
X0019271,T007865,M04721,retail,5311,Kagui,Australia,CBD,AUD,561.14,870.89,561.14
X0019272,T007866,M04947,retail,5311,Seminyak Village,Indonesia,Seminyak,IDR,320.7,5284529.0,320.7
X0019273,T007867,M01786,retail,5311,Shibuya G'Club,Japan,Shibuya,JPY,95.46,14287.0,95.46
X0019274,T007868,M00653,retail,5311,IFC Mall,Hong Kong,Central,HKD,578.0,4506.73,578.0
X0019275,T007869,M04184,retail,5311,Nishiki Market stalls,Japan,Gion,JPY,483.01,72286.0,483.01
X0019276,T007871,M01832,retail,5311,H&M,South Korea,Myeongdong,KRW,200.77,285584.0,200.77
X0019277,T007872,M01099,retail,5311,ODC Vietnam,Vietnam,Ba Dinh,VND,77.74,1878613.0,77.74
X0019278,T007873,M03382,retail,5311,Vincom Da Nang,Vietnam,Han River,VND,6.1,147382.0,6.1
X0019279,T007874,M01397,retail,5311,Get & Go,Australia,CBD,AUD,270.56,419.91,270.56
X0019280,T007875,M00867,retail,5311,Cửa Hàng Ben,Vietnam,Ba Dinh,VND,26.48,639834.0,26.48
X0019281,T007876,M01258,retail,5311,Mitsukoshi Ginza,Japan,Ginza,JPY,447.24,66933.0,447.24
X0019282,T007877,M01151,retail,5311,Namdaemun Shopping Mall,South Korea,Myeongdong,KRW,127.0,180645.0,127.0
X0019283,T007878,M00726,retail,5311,Home Massage,Thailand,Old City,THB,26.66,876.53,26.66
X0019284,T007880,M03370,retail,5311,Chinatown Complex,Singapore,Chinatown,SGD,210.49,275.21,210.49
X0019285,T007881,M04800,retail,5311,Ricordi Mediastore,Italy,Duomo,EUR,115.44,102.16,115.44
X0019286,T007884,M04947,retail,5311,People's Park Centre,Singapore,Chinatown,SGD,1609.15,2103.88,1609.15
X0019287,T007886,M01269,retail,5311,Times Square,Thailand,Sukhumvit,THB,186.54,6134.09,186.54
X0019288,T007888,M02433,retail,5311,Campo de' Fiori market,Italy,Centro Storico,EUR,55.44,49.06,55.44
X0019289,T007889,M01039,retail,5311,Suria KLCC,Malaysia,KLCC,MYR,75.99,325.57,75.99
X0019290,T007890,M00005,retail,5311,Landmark,Hong Kong,Central,HKD,97.17,757.65,97.17
X0019291,T007891,M02765,retail,5311,Place du Tertre,France,Montmartre,EUR,728.47,644.67,728.47
X0019292,T007892,M02473,retail,5311,Mitsukoshi Ginza,Japan,Ginza,JPY,708.73,106067.0,708.73
X0019293,T007893,M00456,retail,5311,Viva - Street wear,Japan,Shibuya,JPY,2365.53,354021.0,2365.53
X0019294,T007894,M01085,retail,5311,Hang Ngang silk shops,Vietnam,Old Quarter,VND,24.38,589050.0,24.38
X0019295,T007895,M03004,retail,5311,Han Market,Vietnam,Han River,VND,38.51,930692.0,38.51
X0019296,T007896,M03300,retail,5311,Seminyak Village,Indonesia,Seminyak,IDR,36.32,598508.0,36.32
X0019297,T007897,M02501,retail,5311,Dong Xuan Market,Vietnam,Old Quarter,VND,55.49,1340958.0,55.49
X0019298,T007898,M02378,retail,5311,Langham Place,Hong Kong,Mong Kok,HKD,608.58,4745.15,608.58
X0019299,T007899,M04986,retail,5311,Vincom Da Nang,Vietnam,Han River,VND,57.41,1387302.0,57.41
X0019300,T007900,M02328,retail,5311,Uniqlo Ginza,Japan,Ginza,JPY,84.25,12609.0,84.25
X0019301,T007901,M02117,retail,5311,Gucci,Italy,Duomo,EUR,36.79,32.56,36.79
X0019302,T007903,M04940,retail,5311,BOTANIST,Japan,Shibuya,JPY,16258.93,2433277.0,16258.93
X0019303,T007904,M02863,retail,5311,Via del Corso shops,Italy,Centro Storico,EUR,293.37,259.63,293.37
X0019304,T007905,M02370,retail,5311,Abbesses shops,France,Montmartre,EUR,1388.79,1229.03,1388.79
X0019305,T007906,M01802,retail,5311,Han Market,Vietnam,Han River,VND,22.75,549772.0,22.75
X0019306,T007907,M04659,retail,5311,Takashimaya,Singapore,Orchard,SGD,1235.03,1614.74,1235.03
X0019307,T007908,M04924,retail,5311,Fahrenheit88,Malaysia,Bukit Bintang,MYR,58.27,249.66,58.27
X0019308,T007909,M04581,retail,5311,Pavilion KL,Malaysia,Bukit Bintang,MYR,76.57,328.04,76.57
X0019309,T007910,M02101,retail,5311,23 UHERA,Vietnam,Ba Dinh,VND,63.14,1525714.0,63.14
X0019310,T007911,M03754,retail,5311,Suria KLCC,Malaysia,KLCC,MYR,191.8,821.77,191.8
X0019311,T007912,M04943,retail,5311,Merci,France,Le Marais,EUR,103.19,91.32,103.19
X0019312,T007913,M04562,retail,5311,Cửa Hàng Ben,Vietnam,Ba Dinh,VND,20.87,504266.0,20.87
X0019313,T007914,M04395,retail,5311,Lane Crawford,Hong Kong,Central,HKD,1083.03,8444.49,1083.03
X0019314,T007915,M01539,retail,5311,Plaza Senayan nearby,Indonesia,SCBD,IDR,64.1,1056241.0,64.1
X0019315,T007916,M01891,retail,5311,Campo de' Fiori market,Italy,Centro Storico,EUR,22.61,20.01,22.61
X0019316,T007917,M03350,retail,5311,Jungceylon,Thailand,Patong,THB,57.37,1886.49,57.37
X0019317,T007918,M01889,retail,5311,Paragon,Singapore,Orchard,SGD,422.49,552.38,422.49
X0019318,T007919,M01477,retail,5311,IFC Mall,Hong Kong,Central,HKD,287.6,2242.41,287.6
X0019319,T007920,M01992,retail,5311,H&M,South Korea,Myeongdong,KRW,821.28,1168223.0,821.28
X0019320,T007921,M00659,retail,5311,Threads of Life,Indonesia,Ubud,IDR,11.39,187715.0,11.39
X0019321,T007922,M04487,retail,5311,Jumjim 2,Thailand,Old City,THB,108.51,3568.09,108.51
X0019322,T007923,M04547,retail,5311,7-Eleven,South Korea,Gangnam,KRW,31.1,44239.0,31.1
X0019323,T007924,M04923,retail,5311,Seminyak Village,Indonesia,Seminyak,IDR,8.58,141344.0,8.58
X0019324,T007925,M04667,retail,5311,Tops Daily,Thailand,Patong,THB,28.39,933.45,28.39
X0019325,T007926,M00944,retail,5311,ION Orchard,Singapore,Orchard,SGD,228.91,299.28,228.91
X0019326,T007927,M03770,retail,5311,SKM Mart,Thailand,Patong,THB,0.87,28.66,0.87
X0019327,T007929,M01668,retail,5311,7-Eleven,Malaysia,George Town,MYR,49.17,210.67,49.17
X0019328,T007930,M04178,retail,5311,Langham Place,Hong Kong,Mong Kok,HKD,3439.95,26821.6,3439.95
X0019329,T007932,M04770,retail,5311,Florist,Thailand,Old City,THB,139.83,4597.93,139.83
X0019330,T007933,M03161,retail,5311,Pavilion nearby,Malaysia,KLCC,MYR,386.03,1653.9,386.03
X0019331,T007934,M04387,retail,5311,Fresh! Spa,Indonesia,Ubud,IDR,18.65,307271.0,18.65
X0019332,T007935,M03871,retail,5311,Jaens Spa Ubud,Indonesia,Ubud,IDR,40.88,673548.0,40.88
X0019333,T007937,M02566,retail,5311,Tokyu Hands Namba,Japan,Namba,JPY,99.01,14818.0,99.01
X0019334,T007938,M04827,retail,5311,Terminal 21 Asok,Thailand,Sukhumvit,THB,350.59,11528.52,350.59
X0019335,T007939,M02686,retail,5311,Pancot,South Korea,Myeongdong,KRW,134.1,190745.0,134.1
X0019336,T007940,M03151,retail,5311,People's Park Centre,Singapore,Chinatown,SGD,294.0,384.39,294.0
X0019337,T007941,M00678,retail,5311,Tom N Toms Coffee,South Korea,Haeundae,KRW,480.48,683451.0,480.48
X0019338,T007942,M04455,retail,5311,Mitsukoshi Ginza,Japan,Ginza,JPY,3547.13,530856.0,3547.13
X0019339,T007943,M01399,retail,5311,Nishiki Market stalls,Japan,Gion,JPY,31.23,4673.0,31.23
X0019340,T007944,M01968,retail,5311,Nishiki Market stalls,Japan,Gion,JPY,542.1,81130.0,542.1
X0019341,T007946,M01439,retail,5311,Gucci,Italy,Duomo,EUR,60.7,53.72,60.7
X0019342,T007947,M02079,retail,5311,Patong Beach Road shops,Thailand,Patong,THB,110.05,3618.9,110.05
X0019343,T007948,M02827,retail,5311,Korea Mart,South Korea,Haeundae,KRW,176.36,250869.0,176.36
X0019344,T007949,M04813,retail,5311,Pacific Place,Indonesia,SCBD,IDR,218.07,3593259.0,218.07
X0019345,T007950,M04469,retail,5311,Nishiki Market stalls,Japan,Gion,JPY,129.3,19351.0,129.3
X0019346,T007951,M00650,retail,5311,Ladies' Market,Hong Kong,Mong Kok,HKD,472.82,3686.64,472.82
X0019347,T007954,M02372,retail,5311,GS25,South Korea,Gangnam,KRW,526.56,748997.0,526.56
X0019348,T007955,M04189,retail,5311,Chinatown Complex,Singapore,Chinatown,SGD,191.43,250.29,191.43
X0019349,T007956,M01778,retail,5311,Suria KLCC,Malaysia,KLCC,MYR,82.52,353.54,82.52
X0019350,T007958,M02034,retail,5311,Central Catholic Bookshop,Australia,Laneways,AUD,141.78,220.04,141.78
X0019351,T007959,M01324,retail,5311,Bloodline Tattoo,Thailand,Old City,THB,153.53,5048.33,153.53
X0019352,T007960,M04091,retail,5311,The Face Shop,South Korea,Myeongdong,KRW,368.47,524124.0,368.47
X0019353,T007961,M00058,retail,5311,Kmart,Australia,Laneways,AUD,206.04,319.77,206.04
X0019354,T007962,M00528,retail,5311,Pavilion KL,Malaysia,Bukit Bintang,MYR,88.67,379.88,88.67
X0019355,T007964,M02775,retail,5311,7-Eleven,South Korea,Haeundae,KRW,173.87,247317.0,173.87
X0019356,T007965,M00612,retail,5311,Han Market,Vietnam,Han River,VND,27.79,671423.0,27.79
X0019357,T007966,M02861,retail,5311,Nishiki Market stalls,Japan,Gion,JPY,85.17,12746.0,85.17
X0019358,T007967,M02820,retail,5311,Dangerfield,Australia,Laneways,AUD,245.18,380.52,245.18
X0019359,T007968,M00260,retail,5311,Ladies' Market,Hong Kong,Mong Kok,HKD,2913.03,22713.11,2913.03
X0019360,T007969,M00747,retail,5311,Alfamart,Indonesia,Malioboro,IDR,8.88,146298.0,8.88
X0019361,T007971,M02716,retail,5311,OH,Vietnam,Ba Dinh,VND,14.43,348720.0,14.43
X0019362,T007972,M02387,retail,5311,Fahrenheit88,Malaysia,Bukit Bintang,MYR,89.17,382.06,89.17
X0019363,T007973,M00831,retail,5311,Fresh! Spa,Indonesia,Ubud,IDR,3.34,54964.0,3.34
X0019364,T007975,M00857,retail,5311,JB Hi-Fi,Australia,Laneways,AUD,720.02,1117.47,720.02
X0019365,T007976,M02911,retail,5311,Lot 10,Malaysia,Bukit Bintang,MYR,537.79,2304.11,537.79
X0019366,T007977,M02179,retail,5311,Lot 10,Malaysia,Bukit Bintang,MYR,886.84,3799.6,886.84
X0019367,T007978,M01371,retail,5311,Lotte Duty Free,South Korea,Gangnam,KRW,895.07,1273184.0,895.07
X0019368,T007979,M03738,retail,5311,Landmark,Hong Kong,Central,HKD,91.78,715.62,91.78
X0019369,T007981,M04204,retail,5311,People's Park Centre,Singapore,Chinatown,SGD,187.35,244.96,187.35
X0019370,T007982,M04240,retail,5311,Pavilion KL,Malaysia,Bukit Bintang,MYR,47.93,205.34,47.93
X0019371,T007983,M02308,retail,5311,Gucci,Italy,Duomo,EUR,42.98,38.04,42.98
X0019372,T007984,M00058,retail,5311,Mitsukoshi Ginza,Japan,Ginza,JPY,179.73,26898.0,179.73
X0019373,T007985,M01272,retail,5311,Kayu Aya shops,Indonesia,Seminyak,IDR,41.44,682857.0,41.44
X0019374,T007986,M01418,retail,5311,Thai Airways Contact Center,Thailand,Khao San,THB,42.79,1407.02,42.79
X0019375,T007987,M01051,retail,5311,Campo de' Fiori market,Italy,Centro Storico,EUR,255.11,225.77,255.11
X0019376,T007988,M00063,retail,5311,농협유통하나로마트 청담점,South Korea,Gangnam,KRW,209.72,298321.0,209.72
X0019377,T007989,M02494,retail,5311,Beringharjo Market,Indonesia,Malioboro,IDR,68.29,1125289.0,68.29
X0019378,T007990,M02281,retail,5311,IFC Mall,Hong Kong,Central,HKD,2158.47,16829.75,2158.47
X0019379,T007991,M00650,retail,5311,Coles,Australia,CBD,AUD,491.76,763.22,491.76
X0019380,T007992,M00701,retail,5311,Terminal 21 Asok,Thailand,Sukhumvit,THB,193.75,6370.97,193.75
X0019381,T007995,M03557,retail,5311,Seminyak Village,Indonesia,Seminyak,IDR,371.83,6126943.0,371.83
X0019382,T007996,M01738,retail,5311,Beringharjo Market,Indonesia,Malioboro,IDR,12.7,209289.0,12.7
X0019383,T007997,M00205,retail,5311,OH,Vietnam,Ba Dinh,VND,7.18,173601.0,7.18
X0019384,T007998,M02779,retail,5311,Burberry,South Korea,Gangnam,KRW,1410.75,2006714.0,1410.75
X0019385,T007999,M03806,retail,5311,Uniqlo Ginza,Japan,Ginza,JPY,732.4,109610.0,732.4
X0019386,T008000,M00370,retail,5311,Nishiki Market stalls,Japan,Gion,JPY,517.48,77445.0,517.48
X0019387,T008001,M01535,retail,5311,Times Square,Thailand,Sukhumvit,THB,630.63,20736.72,630.63
X0019388,T008002,M01443,retail,5311,Patong Beach Road shops,Thailand,Patong,THB,11.54,379.6,11.54
X0019389,T008003,M01914,retail,5311,Merci,France,Le Marais,EUR,824.62,729.77,824.62
X0019390,T008004,M00535,retail,5311,Urban Artsan,Malaysia,George Town,MYR,346.96,1486.54,346.96
X0019391,T008005,M04973,retail,5311,Langham Place,Hong Kong,Mong Kok,HKD,355.83,2774.42,355.83
X0019392,T008006,M02271,retail,5311,Kuromon Market,Japan,Namba,JPY,389.83,58341.0,389.83
X0019393,T008008,M00094,retail,5311,Bromo Tour & Travel,Indonesia,Malioboro,IDR,22.87,376861.0,22.87
X0019394,T008009,M00544,retail,5311,Kayu Aya shops,Indonesia,Seminyak,IDR,35.54,585567.0,35.54
X0019395,T008010,M03560,retail,5311,Ladies' Market,Hong Kong,Mong Kok,HKD,1058.75,8255.18,1058.75
X0019396,T008011,M04808,retail,5311,Banana Travel & Tours,Malaysia,George Town,MYR,421.97,1807.89,421.97
X0019397,T008012,M00580,retail,5311,My Mac Australia,Australia,Laneways,AUD,72.48,112.49,72.48
X0019398,T008013,M03000,retail,5311,Nishiki Market stalls,Japan,Gion,JPY,418.82,62679.0,418.82
X0019399,T008014,M02333,retail,5311,Terminal 21 Asok,Thailand,Sukhumvit,THB,40.57,1333.97,40.57
X0019400,T008015,M02161,retail,5311,SSG,South Korea,Gangnam,KRW,322.65,458950.0,322.65
X0019401,T008016,M04807,retail,5311,Hyundai Department Store Trade Center,South Korea,Gangnam,KRW,313.72,446254.0,313.72
X0019402,T008018,M04456,retail,5311,Kayu Aya shops,Indonesia,Seminyak,IDR,24.9,410309.0,24.9
X0019403,T008019,M01841,retail,5311,Kuromon Market,Japan,Namba,JPY,328.1,49103.0,328.1
X0019404,T008020,M03347,retail,5311,Liquorland Express,Australia,Laneways,AUD,378.52,587.46,378.52
X0019405,T008021,M02281,retail,5311,Langham Place,Hong Kong,Mong Kok,HKD,865.12,6745.38,865.12
X0019406,T008022,M02505,retail,5311,Gucci,Italy,Duomo,EUR,53.28,47.15,53.28
X0019407,T008023,M02101,retail,5311,Times Square,Thailand,Sukhumvit,THB,67.74,2227.32,67.74
X0019408,T008024,M01648,retail,5311,Bandi&Lunis bookshop,South Korea,Gangnam,KRW,313.63,446118.0,313.63
X0019409,T008025,M04202,retail,5311,Suria KLCC,Malaysia,KLCC,MYR,526.29,2254.86,526.29
X0019410,T008027,M04131,retail,5311,Merci,France,Le Marais,EUR,224.0,198.24,224.0
X0019411,T008028,M03272,retail,5311,Campbell Street shops,Malaysia,George Town,MYR,9.81,42.04,9.81
X0019412,T008029,M02079,retail,5311,Hang Ngang silk shops,Vietnam,Old Quarter,VND,9.44,228169.0,9.44
X0019413,T008030,M02541,retail,5311,IFC Mall,Hong Kong,Central,HKD,838.02,6534.12,838.02
X0019414,T008031,M03578,retail,5311,Times Square,Thailand,Sukhumvit,THB,85.9,2824.57,85.9
X0019415,T008034,M02651,retail,5311,Paragon,Singapore,Orchard,SGD,706.39,923.57,706.39
X0019416,T008035,M01527,retail,5311,People's Park Centre,Singapore,Chinatown,SGD,1479.35,1934.18,1479.35
X0019417,T008036,M04952,retail,5311,Langham Place,Hong Kong,Mong Kok,HKD,462.07,3602.78,462.07
X0019418,T008038,M04083,retail,5311,Pitti,Italy,Duomo,EUR,768.08,679.72,768.08
X0019419,T008039,M03908,retail,5311,UNIQLO,Japan,Shibuya,JPY,332.1,49702.0,332.1
X0019420,T008040,M01365,retail,5311,Ladies' Market,Hong Kong,Mong Kok,HKD,513.39,4002.91,513.39
X0019421,T008042,M00814,retail,5311,Langham Place,Hong Kong,Mong Kok,HKD,619.32,4828.92,619.32
X0019422,T008043,M01797,retail,5311,Woolworths Metro,Australia,CBD,AUD,191.61,297.38,191.61
X0019423,T008044,M01477,retail,5311,Galaxy,Japan,Shibuya,JPY,138.87,20783.0,138.87
X0019424,T008045,M00725,retail,5311,BHV Marais,France,Le Marais,EUR,234.27,207.32,234.27
X0019425,T008047,M03362,retail,5311,Via del Corso shops,Italy,Centro Storico,EUR,188.78,167.06,188.78
X0019426,T008048,M03397,retail,5311,Dong Xuan Market,Vietnam,Old Quarter,VND,21.48,518996.0,21.48
X0019427,T008049,M02484,retail,5311,BHV Marais,France,Le Marais,EUR,1421.33,1257.83,1421.33
X0019428,T008050,M01636,retail,5311,Seminyak Village,Indonesia,Seminyak,IDR,58.93,971019.0,58.93
X0019429,T008051,M01699,retail,5311,Lane Crawford,Hong Kong,Central,HKD,391.62,3053.52,391.62
X0019430,T008052,M02681,retail,5311,Nishiki Market stalls,Japan,Gion,JPY,132.32,19803.0,132.32
X0019431,T008054,M03309,retail,5311,Seminyak Village,Indonesia,Seminyak,IDR,26.63,438770.0,26.63
X0019432,T008055,M01051,retail,5311,Merci,France,Le Marais,EUR,164.9,145.93,164.9
X0019433,T008056,M01740,retail,5311,Coles,Australia,Laneways,AUD,1287.17,1997.68,1287.17
X0019434,T008057,M00359,retail,5311,Kuromon Market,Japan,Namba,JPY,347.0,51931.0,347.0
X0019435,T008058,M04853,retail,5311,Cheongjasuip Arcade,South Korea,Myeongdong,KRW,9921.57,14112852.0,9921.57
X0019436,T008059,M00451,retail,5311,CU,South Korea,Gangnam,KRW,1997.74,2841671.0,1997.74
X0019437,T008060,M01616,retail,5311,GS25,South Korea,Gangnam,KRW,200.71,285493.0,200.71
X0019438,T008063,M01058,retail,5311,Uniqlo Ginza,Japan,Ginza,JPY,676.21,101201.0,676.21
X0019439,T008064,M04477,retail,5311,uni mart,Vietnam,Ba Dinh,VND,11.83,285915.0,11.83
X0019440,T008065,M01638,retail,5311,Place du Tertre,France,Montmartre,EUR,86.17,76.26,86.17
X0019441,T008066,M01452,retail,5311,Cửa Hàng Ben,Vietnam,Ba Dinh,VND,68.78,1662181.0,68.78
X0019442,T008067,M00843,retail,5311,People's Park Centre,Singapore,Chinatown,SGD,466.98,610.55,466.98
X0019443,T008068,M00082,retail,5311,Forever 21,South Korea,Myeongdong,KRW,316.02,449520.0,316.02
X0019444,T008071,M00388,retail,5311,Olive Young,South Korea,Gangnam,KRW,432.71,615507.0,432.71
