region,dest_country,dest_city,dest_district,category,sub_category,merchant_name,mcc,visits,avg_spend_per_visit,price_low,price_high,price_range,est_recoverable_value,acceptance_density,cash_intensity,credit_share,cash_share,priority_rank
SEA,Thailand,Chiang Mai,Old City,retail,Premium Retail,แม่ข่าพาร์ทเช็นเฅวร,5311,16,30.0,15.0,40.0,$15–40 / visit,0.0013113953739302816,0.31,0.4571,0.5428999999999999,0.4571,281
SEA,Vietnam,Hanoi,Ba Dinh,lodging,Hotel,Hotel Lele & Frog,7011,12,25.0,20.0,70.0,$20–70 / visit,0.0012714137178298998,0.29,0.316,0.6839999999999999,0.316,282
SEA,Malaysia,Penang,George Town,lodging,Hotel,MunluStay 88 Hotel,7011,14,50.0,30.0,75.0,$30–75 / visit,0.0012471979742267882,0.33,0.4729,0.5271,0.4729,283
SEA,Indonesia,Yogyakarta,Malioboro,lodging,Budget & Hostel,Yogyakarta BnB,7011,13,15.0,20.0,45.0,$20–45 / visit,0.0012373364813060546,0.19,0.8005,0.1995,0.8005,284
SEA,Thailand,Bangkok,Khao San,transport,Rail & Metro,MRT Blue Line,4111,13,25.0,5.0,30.0,$5–30 / visit,0.0011675903130520808,0.22,0.4571,0.5428999999999999,0.4571,285
SEA,Indonesia,Bali,Ubud,dining,Street & Local,Laughing Buddha Bar,5812,9,10.0,5.0,15.0,$5–15 / visit,0.0011400915019434393,0.14,0.8005,0.1995,0.8005,286
SEA,Thailand,Chiang Mai,Old City,lodging,Mid-scale Hotel,Centerplace,7011,16,40.0,25.0,65.0,$25–65 / visit,0.0008361826083245104,0.31,0.4571,0.5428999999999999,0.4571,287
SEA,Vietnam,Hanoi,Ba Dinh,retail,Premium Retail,Tea shop,5311,11,30.0,15.0,40.0,$15–40 / visit,0.0008106891788464467,0.29,0.316,0.6839999999999999,0.316,288
SEA,Malaysia,Penang,George Town,lodging,Mid-scale Hotel,28 Bahari,7011,14,50.0,30.0,80.0,$30–80 / visit,0.0007952485390126478,0.33,0.4729,0.5271,0.4729,289
SEA,Indonesia,Yogyakarta,Malioboro,dining,Cafe & Coffee,Fortunate Coffee Jogja,5812,13,5.0,5.0,15.0,$5–15 / visit,0.0007889605735093692,0.19,0.8005,0.1995,0.8005,290
SEA,Thailand,Bangkok,Khao San,dining,Fine Dining,Taketei,5812,12,25.0,15.0,40.0,$15–40 / visit,0.0007444884531628864,0.22,0.4571,0.5428999999999999,0.4571,291
SEA,Indonesia,Bali,Ubud,dining,Street & Local,Mingle,5812,9,5.0,5.0,15.0,$5–15 / visit,0.0007269544370638871,0.14,0.8005,0.1995,0.8005,292
SEA,Thailand,Chiang Mai,Old City,retail,Premium Retail,Britbike,5311,15,50.0,10.0,95.0,$10–95 / visit,0.0005331735709642313,0.31,0.4571,0.5428999999999999,0.4571,293
SEA,Vietnam,Hanoi,Ba Dinh,retail,Premium Retail,23 UHERA,5311,11,80.0,35.0,75.0,$35–75 / visit,0.0005169182426476333,0.29,0.316,0.6839999999999999,0.316,294
SEA,Malaysia,Penang,George Town,dining,Cafe & Coffee,Seng Thor Coffee Shop,5812,13,50.0,20.0,55.0,$20–55 / visit,0.0005070728560105507,0.33,0.4729,0.5271,0.4729,295
SEA,Indonesia,Yogyakarta,Malioboro,dining,Casual Dining,Gudeg Yu Djum,5812,13,10.0,5.0,15.0,$5–15 / visit,0.0005030634721892337,0.19,0.8005,0.1995,0.8005,296
SEA,Thailand,Bangkok,Khao San,dining,Fine Dining,The Frog Pond,5812,12,25.0,10.0,25.0,$10–25 / visit,0.0004747067962940077,0.22,0.4571,0.5428999999999999,0.4571,297
SEA,Indonesia,Bali,Ubud,lodging,Budget & Hostel,Villa Mandi,7011,9,10.0,20.0,40.0,$20–40 / visit,0.00046352661401829624,0.14,0.8005,0.1995,0.8005,298
SEA,Thailand,Chiang Mai,Old City,dining,Cafe & Coffee,Coffee Bull,5812,15,40.0,10.0,55.0,$10–55 / visit,0.0003399664785475055,0.31,0.4571,0.5428999999999999,0.4571,299
SEA,Vietnam,Hanoi,Ba Dinh,lodging,Mid-scale Hotel,Tomodachi House,7011,11,35.0,20.0,50.0,$20–50 / visit,0.00032960162359898804,0.29,0.316,0.6839999999999999,0.316,300
SEA,Malaysia,Penang,George Town,lodging,Budget & Hostel,Red Inn Hotel,7011,13,50.0,30.0,115.0,$30–115 / visit,0.0003233239279155833,0.33,0.4729,0.5271,0.4729,301
SEA,Indonesia,Yogyakarta,Malioboro,lodging,Budget & Hostel,Royal Ambarrukmo,7011,13,15.0,20.0,50.0,$20–50 / visit,0.00032076743192045466,0.19,0.8005,0.1995,0.8005,302
SEA,Thailand,Bangkok,Khao San,dining,Fine Dining,Caffeine Lover,5812,12,60.0,15.0,60.0,$15–60 / visit,0.0003026864170832391,0.22,0.4571,0.5428999999999999,0.4571,303
SEA,Indonesia,Bali,Ubud,dining,Casual Dining,Chili Café,5812,9,10.0,5.0,15.0,$5–15 / visit,0.00029555761812398267,0.14,0.8005,0.1995,0.8005,304
SEA,Thailand,Chiang Mai,Old City,dining,Cafe & Coffee,Cafe de Thaan Aoan,5812,15,45.0,20.0,80.0,$20–80 / visit,0.00021677219732960722,0.31,0.4571,0.5428999999999999,0.4571,305
SEA,Vietnam,Hanoi,Ba Dinh,dining,Fine Dining,Bluebirds' Nest,5812,11,80.0,25.0,75.0,$25–75 / visit,0.00021016327402695632,0.29,0.316,0.6839999999999999,0.316,306
SEA,Malaysia,Penang,George Town,lodging,Hotel,Reunion Heritage Hotel,7011,13,75.0,35.0,95.0,$35–95 / visit,0.00020616043853190292,0.33,0.4729,0.5271,0.4729,307
SEA,Indonesia,Yogyakarta,Malioboro,dining,Casual Dining,House of Raminten,5812,13,15.0,5.0,20.0,$5–20 / visit,0.00020453034471590065,0.19,0.8005,0.1995,0.8005,308
SEA,Thailand,Bangkok,Khao San,dining,Casual Dining,Bow's Restaurant,5812,11,20.0,15.0,35.0,$15–35 / visit,0.000193001380645803,0.22,0.4571,0.5428999999999999,0.4571,309
SEA,Indonesia,Bali,Ubud,lodging,Budget & Hostel,Tunjung Bungalows,7011,9,25.0,15.0,55.0,$15–55 / visit,0.00018845585774212917,0.14,0.8005,0.1995,0.8005,310
SEA,Thailand,Chiang Mai,Old City,retail,Premium Retail,Lotus's go fresh,5311,15,40.0,15.0,50.0,$15–50 / visit,0.00013822005550626784,0.31,0.4571,0.5428999999999999,0.4571,311
SEA,Vietnam,Hanoi,Ba Dinh,lodging,Mid-scale Hotel,Khách Sạn Hanoi Party Backpacker,7011,11,60.0,25.0,85.0,$25–85 / visit,0.00013400601995658848,0.29,0.316,0.6839999999999999,0.316,312
SEA,Malaysia,Penang,George Town,lodging,Mid-scale Hotel,Siok,7011,13,75.0,35.0,85.0,$35–85 / visit,0.0001314536993586316,0.33,0.4729,0.5271,0.4729,313
SEA,Indonesia,Yogyakarta,Malioboro,retail,General Retail,"Kencana Fashion, Metro Bringharjo",5311,13,10.0,5.0,20.0,$5–20 / visit,0.00013041430565176396,0.19,0.8005,0.1995,0.8005,314
SEA,Thailand,Bangkok,Khao San,dining,Fine Dining,Khao San Road stalls,5812,11,80.0,25.0,60.0,$25–60 / visit,0.0001230631136016337,0.22,0.4571,0.5428999999999999,0.4571,315
SEA,Indonesia,Bali,Ubud,lodging,Budget & Hostel,Teba House,7011,9,20.0,20.0,50.0,$20–50 / visit,0.00012016476023440972,0.14,0.8005,0.1995,0.8005,316
SEA,Thailand,Chiang Mai,Old City,lodging,Mid-scale Hotel,Vipa House,7011,15,40.0,25.0,70.0,$25–70 / visit,8.813299850952051e-05,0.31,0.4571,0.5428999999999999,0.4571,317
SEA,Vietnam,Hanoi,Ba Dinh,lodging,Mid-scale Hotel,Mojito Bar & Lounge,7011,11,55.0,25.0,80.0,$25–80 / visit,8.544601081111e-05,0.29,0.316,0.6839999999999999,0.316,318
SEA,Malaysia,Penang,George Town,dining,Fine Dining,Hameediyah Tandoori House,5812,13,55.0,15.0,65.0,$15–65 / visit,8.381857934588858e-05,0.33,0.4729,0.5271,0.4729,319
SEA,Indonesia,Yogyakarta,Malioboro,lodging,Mid-scale Hotel,Losmen Rizki,7011,12,35.0,20.0,70.0,$20–70 / visit,8.315583265777126e-05,0.19,0.8005,0.1995,0.8005,320
SEA,Thailand,Bangkok,Khao San,transport,Premium Transport,Tha Wang Lang,4111,11,15.0,5.0,15.0,$5–15 / visit,7.846850565863009e-05,0.22,0.4571,0.5428999999999999,0.4571,321
SEA,Indonesia,Bali,Ubud,dining,Street & Local,Onion Collective,5812,9,5.0,5.0,15.0,$5–15 / visit,7.66204339583403e-05,0.14,0.8005,0.1995,0.8005,322
SEA,Thailand,Chiang Mai,Old City,retail,Premium Retail,Darlin's Massage,5311,14,55.0,15.0,85.0,$15–85 / visit,5.6196080936510114e-05,0.31,0.4571,0.5428999999999999,0.4571,323
SEA,Vietnam,Hanoi,Ba Dinh,dining,Fine Dining,Puku (Australian Football),5812,11,40.0,15.0,40.0,$15–40 / visit,5.448278193694218e-05,0.29,0.316,0.6839999999999999,0.316,324
SEA,Malaysia,Penang,George Town,dining,Cafe & Coffee,The Mugshot Cafe,5812,13,85.0,30.0,90.0,$30–90 / visit,5.3445085819881916e-05,0.33,0.4729,0.5271,0.4729,325
SEA,Indonesia,Yogyakarta,Malioboro,lodging,Hotel,Hotel Kombokarno Utama,7011,12,10.0,20.0,45.0,$20–45 / visit,5.302249987414423e-05,0.19,0.8005,0.1995,0.8005,326
SEA,Thailand,Bangkok,Khao San,dining,Fine Dining,Thip Samai,5812,11,45.0,20.0,45.0,$20–45 / visit,5.003372822363532e-05,0.22,0.4571,0.5428999999999999,0.4571,327
SEA,Indonesia,Bali,Ubud,lodging,Budget & Hostel,Biyukukung Suites & Spa,7011,9,10.0,15.0,40.0,$15–40 / visit,4.8855345681315026e-05,0.14,0.8005,0.1995,0.8005,328
SEA,Thailand,Chiang Mai,Old City,retail,Premium Retail,Home Massage,5311,14,35.0,10.0,40.0,$10–40 / visit,3.5832203215934774e-05,0.31,0.4571,0.5428999999999999,0.4571,329
SEA,Vietnam,Hanoi,Ba Dinh,dining,Fine Dining,Cà Phê Huy,5812,11,75.0,15.0,60.0,$15–60 / visit,3.473975554166483e-05,0.29,0.316,0.6839999999999999,0.316,330
SEA,Malaysia,Penang,George Town,dining,Cafe & Coffee,The Daily Dose Cafe Penang,5812,13,85.0,25.0,60.0,$25–60 / visit,3.40780912845986e-05,0.33,0.4729,0.5271,0.4729,331
SEA,Indonesia,Yogyakarta,Malioboro,lodging,Budget & Hostel,"Laura's backpacker 523, nr 2",7011,12,30.0,25.0,65.0,$25–65 / visit,3.380863858911654e-05,0.19,0.8005,0.1995,0.8005,332
SEA,Thailand,Bangkok,Khao San,dining,Fine Dining,Suksabai,5812,10,30.0,10.0,45.0,$10–45 / visit,3.190291364598244e-05,0.22,0.4571,0.5428999999999999,0.4571,333
SEA,Indonesia,Bali,Ubud,lodging,Budget & Hostel,Alamanda Accommodation,7011,9,5.0,15.0,45.0,$15–45 / visit,3.115154376361939e-05,0.14,0.8005,0.1995,0.8005,334
SEA,Thailand,Chiang Mai,Old City,dining,Fine Dining,Franco Thai,5812,14,50.0,20.0,45.0,$20–45 / visit,2.2847621505112037e-05,0.31,0.4571,0.5428999999999999,0.4571,335
SEA,Vietnam,Hanoi,Ba Dinh,dining,Fast Food,KFC,5812,11,75.0,15.0,65.0,$15–65 / visit,2.2151046113823794e-05,0.29,0.316,0.6839999999999999,0.316,336
SEA,Malaysia,Penang,George Town,dining,Cafe & Coffee,Joo Hooi Cafe,5812,12,100.0,25.0,135.0,$25–135 / visit,2.172915035659646e-05,0.33,0.4729,0.5271,0.4729,337
SEA,Indonesia,Yogyakarta,Malioboro,lodging,Budget & Hostel,Griya Sentana,7011,12,15.0,20.0,50.0,$20–50 / visit,2.155733973242673e-05,0.19,0.8005,0.1995,0.8005,338
SEA,Thailand,Bangkok,Khao San,dining,Casual Dining,Teddy The Bake,5812,10,15.0,10.0,40.0,$10–40 / visit,2.034219585943685e-05,0.22,0.4571,0.5428999999999999,0.4571,339
SEA,Indonesia,Bali,Ubud,dining,Street & Local,Warung Mendez,5812,9,5.0,5.0,15.0,$5–15 / visit,1.9863101270161432e-05,0.14,0.8005,0.1995,0.8005,340
SEA,Thailand,Chiang Mai,Old City,retail,Premium Retail,Florist,5311,14,55.0,20.0,75.0,$20–75 / visit,1.4568286669258478e-05,0.31,0.4571,0.5428999999999999,0.4571,341
SEA,Vietnam,Hanoi,Ba Dinh,lodging,Upscale Hotel,Hanoi Blue Sky,7011,11,105.0,50.0,90.0,$50–90 / visit,1.4124130590046142e-05,0.29,0.316,0.6839999999999999,0.316,342
SEA,Malaysia,Penang,George Town,lodging,Mid-scale Hotel,Campbell House,7011,12,35.0,30.0,130.0,$30–130 / visit,1.3855117978188212e-05,0.33,0.4729,0.5271,0.4729,343
SEA,Indonesia,Yogyakarta,Malioboro,dining,Casual Dining,margo mulyo antique galery and bar,5812,12,10.0,5.0,20.0,$5–20 / visit,1.3745566687469881e-05,0.19,0.8005,0.1995,0.8005,344
SEA,Thailand,Bangkok,Khao San,dining,Fine Dining,Gazebo,5812,10,55.0,20.0,55.0,$20–55 / visit,1.2970756745780813e-05,0.22,0.4571,0.5428999999999999,0.4571,345
SEA,Indonesia,Bali,Ubud,lodging,Budget & Hostel,COMO Uma Ubud,7011,9,5.0,15.0,40.0,$15–40 / visit,1.2665272548369136e-05,0.14,0.8005,0.1995,0.8005,346
SEA,Thailand,Chiang Mai,Old City,retail,Convenience,7-Eleven,5311,14,60.0,15.0,55.0,$15–55 / visit,9.289149701215407e-06,0.31,0.4571,0.5428999999999999,0.4571,347
SEA,Vietnam,Hanoi,Ba Dinh,lodging,Mid-scale Hotel,Khách Sạn Moon View,7011,10,35.0,25.0,55.0,$25–55 / visit,9.005943281395672e-06,0.29,0.316,0.6839999999999999,0.316,348
SEA,Malaysia,Penang,George Town,dining,Cafe & Coffee,Starbucks,5812,12,75.0,30.0,60.0,$30–60 / visit,8.834413266933755e-06,0.33,0.4729,0.5271,0.4729,349
SEA,Indonesia,Yogyakarta,Malioboro,retail,Local Shops,Elfon laundry,5311,12,5.0,5.0,15.0,$5–15 / visit,8.764560279925247e-06,0.19,0.8005,0.1995,0.8005,350
SEA,Thailand,Bangkok,Khao San,dining,Fine Dining,Aquatini,5812,10,40.0,15.0,50.0,$15–50 / visit,8.270519648947876e-06,0.22,0.4571,0.5428999999999999,0.4571,351
SEA,Indonesia,Bali,Ubud,dining,Street & Local,Cinta grill and inn,5812,8,5.0,5.0,10.0,$5–10 / visit,8.075734324802606e-06,0.14,0.8005,0.1995,0.8005,352
SEA,Thailand,Chiang Mai,Old City,lodging,Mid-scale Hotel,Lai Thai,7011,13,45.0,30.0,105.0,$30–105 / visit,5.923023354123933e-06,0.31,0.4571,0.5428999999999999,0.4571,353
SEA,Vietnam,Hanoi,Ba Dinh,dining,Fine Dining,Nhà Hàng Âu Lạc Brazil II,5812,10,40.0,15.0,90.0,$15–90 / visit,5.742442968126855e-06,0.29,0.316,0.6839999999999999,0.316,354
SEA,Malaysia,Penang,George Town,dining,Fine Dining,Gerai Makanan Muhibbah,5812,12,95.0,25.0,80.0,$25–80 / visit,5.633070602057847e-06,0.33,0.4729,0.5271,0.4729,355
SEA,Indonesia,Yogyakarta,Malioboro,dining,Cafe & Coffee,Tea Factory,5812,12,5.0,5.0,15.0,$5–15 / visit,5.588530371066352e-06,0.19,0.8005,0.1995,0.8005,356
SEA,Thailand,Bangkok,Khao San,dining,Casual Dining,Brick Bar,5812,9,15.0,10.0,25.0,$10–25 / visit,5.273516156710228e-06,0.22,0.4571,0.5428999999999999,0.4571,357
SEA,Indonesia,Bali,Ubud,lodging,Budget & Hostel,Tunjung Mas Bungalows,7011,8,5.0,15.0,40.0,$15–40 / visit,5.149315550512432e-06,0.14,0.8005,0.1995,0.8005,358
SEA,Thailand,Chiang Mai,Old City,retail,Premium Retail,Be 1st Salon,5311,13,50.0,20.0,95.0,$20–95 / visit,3.776686433302666e-06,0.31,0.4571,0.5428999999999999,0.4571,359
SEA,Vietnam,Hanoi,Ba Dinh,dining,Fine Dining,Koto Van Mieu,5812,10,50.0,15.0,55.0,$15–55 / visit,3.6615432955602022e-06,0.29,0.316,0.6839999999999999,0.316,360
SEA,Malaysia,Penang,George Town,lodging,Mid-scale Hotel,Cheong Fatt Tze,7011,12,40.0,25.0,75.0,$25–75 / visit,3.59180439594512e-06,0.33,0.4729,0.5271,0.4729,361
SEA,Indonesia,Yogyakarta,Malioboro,dining,Casual Dining,Lucifer Bar,5812,11,10.0,10.0,15.0,$10–15 / visit,3.563404290785206e-06,0.19,0.8005,0.1995,0.8005,362
SEA,Thailand,Bangkok,Khao San,dining,Cafe & Coffee,Cafe De O'Sha,5812,9,45.0,15.0,50.0,$15–50 / visit,3.3625423595506697e-06,0.22,0.4571,0.5428999999999999,0.4571,363
SEA,Indonesia,Bali,Ubud,lodging,Budget & Hostel,Ibunda Inn and Spa,7011,8,10.0,15.0,40.0,$15–40 / visit,3.2833485565904653e-06,0.14,0.8005,0.1995,0.8005,364
SEA,Thailand,Chiang Mai,Old City,dining,Fine Dining,Tein Sieng,5812,13,35.0,15.0,40.0,$15–40 / visit,2.4081215897217844e-06,0.31,0.4571,0.5428999999999999,0.4571,365
SEA,Vietnam,Hanoi,Ba Dinh,retail,General Retail,Shoe Master,5311,10,20.0,10.0,35.0,$10–35 / visit,2.334703083631127e-06,0.29,0.316,0.6839999999999999,0.316,366
SEA,Malaysia,Penang,George Town,lodging,Hotel,Wai Hai Hotel,7011,12,70.0,40.0,80.0,$40–80 / visit,2.2902355979734255e-06,0.33,0.4729,0.5271,0.4729,367
SEA,Indonesia,Yogyakarta,Malioboro,dining,Cafe & Coffee,Starbucks,5812,11,10.0,10.0,15.0,$10–15 / visit,2.272126891414446e-06,0.19,0.8005,0.1995,0.8005,368
SEA,Thailand,Bangkok,Khao San,dining,Fine Dining,Jazz Happens,5812,9,45.0,15.0,50.0,$15–50 / visit,2.1440516694702107e-06,0.22,0.4571,0.5428999999999999,0.4571,369
SEA,Indonesia,Bali,Ubud,dining,Street & Local,Naughty Nuri's Warung,5812,8,5.0,5.0,15.0,$5–15 / visit,2.0935554712687967e-06,0.14,0.8005,0.1995,0.8005,370
SEA,Thailand,Chiang Mai,Old City,dining,Fine Dining,Rioja II,5812,13,45.0,25.0,50.0,$25–50 / visit,1.5354861181347886e-06,0.31,0.4571,0.5428999999999999,0.4571,371
SEA,Vietnam,Hanoi,Ba Dinh,lodging,Budget & Hostel,Khách Sạn Little Hanoi 1,7011,10,25.0,25.0,50.0,$25–50 / visit,1.4886724118013705e-06,0.29,0.316,0.6839999999999999,0.316,372
SEA,Malaysia,Penang,George Town,dining,Fine Dining,Deen Claypot-Briyani,5812,12,95.0,35.0,95.0,$35–95 / visit,1.4603186911141827e-06,0.33,0.4729,0.5271,0.4729,373
SEA,Indonesia,Yogyakarta,Malioboro,retail,Local Shops,Lucky Boomerang,5311,11,10.0,5.0,25.0,$5–25 / visit,1.4487720700227194e-06,0.19,0.8005,0.1995,0.8005,374
SEA,Thailand,Bangkok,Khao San,dining,Fine Dining,Hemlock,5812,9,35.0,10.0,50.0,$10–50 / visit,1.367107702985869e-06,0.22,0.4571,0.5428999999999999,0.4571,375
SEA,Indonesia,Bali,Ubud,lodging,Hotel,Okawati Hotel,7011,8,10.0,15.0,45.0,$15–45 / visit,1.3349099054627745e-06,0.14,0.8005,0.1995,0.8005,376
SEA,Thailand,Chiang Mai,Old City,dining,Fine Dining,Zoe in Yellow Garden,5812,13,50.0,15.0,65.0,$15–65 / visit,9.79069175347178e-07,0.31,0.4571,0.5428999999999999,0.4571,377
SEA,Vietnam,Hanoi,Ba Dinh,dining,Fine Dining,Cửa Hàng Bánh Tôm Hồ Tây,5812,10,125.0,45.0,110.0,$45–110 / visit,9.492194383072361e-07,0.29,0.316,0.6839999999999999,0.316,378
SEA,Malaysia,Penang,George Town,dining,Fine Dining,Cintra Heritage House,5812,12,70.0,30.0,85.0,$30–85 / visit,9.311403077938644e-07,0.33,0.4729,0.5271,0.4729,379
SEA,Indonesia,Yogyakarta,Malioboro,dining,Cafe & Coffee,Legend Cafe,5812,11,10.0,10.0,15.0,$10–15 / visit,9.237778571298377e-07,0.19,0.8005,0.1995,0.8005,380
SEA,Thailand,Bangkok,Khao San,dining,Fine Dining,Joy Luck Club,5812,9,45.0,15.0,35.0,$15–35 / visit,8.717063577227683e-07,0.22,0.4571,0.5428999999999999,0.4571,381
SEA,Indonesia,Bali,Ubud,dining,Street & Local,Who's Who,5812,8,5.0,5.0,15.0,$5–15 / visit,8.511761356018255e-07,0.14,0.8005,0.1995,0.8005,382
SEA,Thailand,Chiang Mai,Old City,retail,Premium Retail,Warorot Market,5311,13,40.0,15.0,70.0,$15–70 / visit,6.242820685864753e-07,0.31,0.4571,0.5428999999999999,0.4571,383
SEA,Vietnam,Hanoi,Ba Dinh,lodging,Hotel,Little Hanoi Deluxe Hotel,7011,10,15.0,20.0,45.0,$20–45 / visit,6.052490359313011e-07,0.29,0.316,0.6839999999999999,0.316,384
SEA,Malaysia,Penang,George Town,dining,Fine Dining,VR Penang Lily's Vegetarian Kitchen,5812,12,95.0,20.0,80.0,$20–80 / visit,5.937212733591312e-07,0.33,0.4729,0.5271,0.4729,385
SEA,Indonesia,Yogyakarta,Malioboro,lodging,Budget & Hostel,Wakeup Homestay,7011,11,15.0,20.0,45.0,$20–45 / visit,5.890267675508214e-07,0.19,0.8005,0.1995,0.8005,386
SEA,Thailand,Bangkok,Khao San,dining,Casual Dining,Ricky's,5812,9,20.0,10.0,30.0,$10–30 / visit,5.558245136317211e-07,0.22,0.4571,0.5428999999999999,0.4571,387
SEA,Indonesia,Bali,Ubud,lodging,Budget & Hostel,Artini 2,7011,8,15.0,15.0,45.0,$15–45 / visit,5.427338660483598e-07,0.14,0.8005,0.1995,0.8005,388
SEA,Thailand,Chiang Mai,Old City,retail,Premium Retail,Sideroad Tattoo,5311,13,65.0,25.0,50.0,$25–50 / visit,3.980598214834142e-07,0.31,0.4571,0.5428999999999999,0.4571,389
SEA,Vietnam,Hanoi,Ba Dinh,lodging,Hotel,Santa Barbara Hotel,7011,10,35.0,25.0,65.0,$25–65 / visit,3.859238240517386e-07,0.29,0.316,0.6839999999999999,0.316,390
SEA,Malaysia,Penang,George Town,dining,Casual Dining,Reggae Mansion,5812,11,25.0,10.0,35.0,$10–35 / visit,3.785733981105111e-07,0.33,0.4729,0.5271,0.4729,391
SEA,Indonesia,Yogyakarta,Malioboro,lodging,Hotel,Hotel 1001 Malam,7011,11,15.0,20.0,40.0,$20–40 / visit,3.755800490491808e-07,0.19,0.8005,0.1995,0.8005,392
SEA,Thailand,Bangkok,Khao San,dining,Fine Dining,The Family,5812,9,30.0,5.0,25.0,$5–25 / visit,3.5440935725306216e-07,0.22,0.4571,0.5428999999999999,0.4571,393
SEA,Indonesia,Bali,Ubud,dining,Street & Local,Indochine,5812,7,5.0,5.0,15.0,$5–15 / visit,3.460623918309515e-07,0.14,0.8005,0.1995,0.8005,394
SEA,Thailand,Chiang Mai,Old City,lodging,Mid-scale Hotel,Ban Wiang,7011,12,60.0,30.0,85.0,$30–85 / visit,2.5381414820736005e-07,0.31,0.4571,0.5428999999999999,0.4571,395
SEA,Vietnam,Hanoi,Ba Dinh,dining,Fine Dining,Quán Cơm Mậu Dịch,5812,9,40.0,15.0,45.0,$15–45 / visit,2.460758945969142e-07,0.29,0.316,0.6839999999999999,0.316,396
SEA,Malaysia,Penang,George Town,dining,Cafe & Coffee,Kheng Pin Kopitiam,5812,11,45.0,20.0,60.0,$20–60 / visit,2.4138905609037665e-07,0.33,0.4729,0.5271,0.4729,397
SEA,Indonesia,Yogyakarta,Malioboro,transport,City Transport,KAI Commuter,4111,10,5.0,5.0,10.0,$5–10 / visit,2.394804124612419e-07,0.19,0.8005,0.1995,0.8005,398
SEA,Thailand,Bangkok,Khao San,dining,Fine Dining,Smiths Bar,5812,8,35.0,15.0,35.0,$15–35 / visit,2.2598138338273094e-07,0.22,0.4571,0.5428999999999999,0.4571,399
SEA,Indonesia,Bali,Ubud,lodging,Hotel,Alaya Resort Ubud,7011,7,10.0,15.0,45.0,$15–45 / visit,2.2065912324897968e-07,0.14,0.8005,0.1995,0.8005,400
SEA,Thailand,Chiang Mai,Old City,dining,Fine Dining,Batch : Baked & Brew,5812,11,60.0,15.0,110.0,$15–110 / visit,1.6183904617691398e-07,0.31,0.4571,0.5428999999999999,0.4571,401
SEA,Vietnam,Hanoi,Ba Dinh,lodging,Budget & Hostel,Khách Sạn First Eden,7011,9,25.0,25.0,60.0,$25–60 / visit,1.5690491783050488e-07,0.29,0.316,0.6839999999999999,0.316,402
SEA,Malaysia,Penang,George Town,lodging,Budget & Hostel,The Small Inn,7011,11,70.0,30.0,105.0,$30–105 / visit,1.539164576566316e-07,0.33,0.4729,0.5271,0.4729,403
SEA,Indonesia,Yogyakarta,Malioboro,dining,Street & Local,Pak Gembul,5812,10,10.0,5.0,15.0,$5–15 / visit,1.526994527472817e-07,0.19,0.8005,0.1995,0.8005,404
SEA,Thailand,Bangkok,Khao San,dining,Fine Dining,White conner's,5812,8,50.0,15.0,50.0,$15–50 / visit,1.4409209178726212e-07,0.22,0.4571,0.5428999999999999,0.4571,405
SEA,Indonesia,Bali,Ubud,lodging,Budget & Hostel,Arjuna House 2 (Home Stay),7011,7,15.0,20.0,45.0,$20–45 / visit,1.4069846889572806e-07,0.14,0.8005,0.1995,0.8005,406
SEA,Thailand,Chiang Mai,Old City,dining,Cafe & Coffee,Pop Coffee and Restaurant,5812,11,110.0,35.0,110.0,$35–110 / visit,1.0319313187401652e-07,0.31,0.4571,0.5428999999999999,0.4571,407
SEA,Vietnam,Hanoi,Ba Dinh,retail,Convenience,uni mart,5311,9,10.0,10.0,25.0,$10–25 / visit,1.0004699273663109e-07,0.29,0.316,0.6839999999999999,0.316,408
SEA,Malaysia,Penang,George Town,dining,Fine Dining,Kapitan,5812,11,110.0,30.0,115.0,$30–115 / visit,9.814146639976899e-08,0.33,0.4729,0.5271,0.4729,409
SEA,Indonesia,Yogyakarta,Malioboro,lodging,Budget & Hostel,Betty losmen,7011,10,15.0,20.0,45.0,$20–45 / visit,9.736546980890559e-08,0.19,0.8005,0.1995,0.8005,410
SEA,Thailand,Bangkok,Khao San,dining,Fine Dining,Green House,5812,7,25.0,10.0,35.0,$10–35 / visit,9.18771741496269e-08,0.22,0.4571,0.5428999999999999,0.4571,411
SEA,Indonesia,Bali,Ubud,dining,Casual Dining,Ibu Rai,5812,7,15.0,10.0,20.0,$10–20 / visit,8.971330465799671e-08,0.14,0.8005,0.1995,0.8005,412
SEA,Thailand,Chiang Mai,Old City,dining,Fine Dining,Ratana's Kitchen,5812,11,55.0,25.0,65.0,$25–65 / visit,6.57988459368911e-08,0.31,0.4571,0.5428999999999999,0.4571,413
SEA,Vietnam,Hanoi,Ba Dinh,dining,Fine Dining,Cửa Hàng Bia Hơi Hà Nội,5812,9,55.0,25.0,40.0,$25–40 / visit,6.37927790539751e-08,0.29,0.316,0.6839999999999999,0.316,414
SEA,Malaysia,Penang,George Town,lodging,Mid-scale Hotel,Muntri House,7011,11,65.0,40.0,80.0,$40–80 / visit,6.257776181793512e-08,0.33,0.4729,0.5271,0.4729,415
SEA,Indonesia,Yogyakarta,Malioboro,dining,Street & Local,lie djong,5812,10,5.0,5.0,15.0,$5–15 / visit,6.208296454603808e-08,0.19,0.8005,0.1995,0.8005,416
