decline_id,trip_id,member_id,category,dest_district,reason
D00977,T001353,M03760,transport,Han River,card_not_accepted
D00978,T009216,M03376,dining,Ba Dinh,card_not_accepted
D00979,T006417,M01404,retail,Old City,card_not_accepted
D00980,T001972,M02528,transport,Old City,card_not_accepted
D00981,T002914,M03988,dining,Ubud,card_not_accepted
D00982,T005177,M04058,transport,Ubud,card_not_accepted
D00983,T002299,M00649,lodging,Khao San,card_not_accepted
D00984,T002814,M04391,retail,George Town,card_not_accepted
D00985,T009804,M03847,retail,Old Quarter,card_not_accepted
D00986,T005806,M03109,retail,Malioboro,card_not_accepted
D00987,T001682,M03564,lodging,Ubud,card_not_accepted
D00988,T010741,M02760,dining,Malioboro,card_not_accepted
D00989,T013887,M03852,retail,Old Quarter,card_not_accepted
D00990,T000543,M04156,retail,Old City,card_not_accepted
D00991,T013200,M00069,transport,George Town,card_not_accepted
D00992,T002593,M01849,retail,Malioboro,card_not_accepted
D00993,T009300,M02869,lodging,Ba Dinh,card_not_accepted
D00994,T007343,M02858,transport,Malioboro,card_not_accepted
D00995,T013155,M02283,retail,Malioboro,card_not_accepted
D00996,T007309,M01220,dining,Khao San,card_not_accepted
D00997,T013131,M01964,dining,Ubud,card_not_accepted
D00998,T014629,M01796,transport,Ubud,card_not_accepted
D00999,T014248,M02713,dining,Old City,card_not_accepted
D01000,T011559,M04221,transport,Ubud,card_not_accepted
D01001,T001367,M03251,lodging,Ubud,card_not_accepted
D01002,T001351,M00921,dining,Old Quarter,card_not_accepted
D01003,T000647,M00312,transport,Han River,card_not_accepted
D01004,T008289,M00649,lodging,Han River,card_not_accepted
D01005,T012077,M02718,retail,Khao San,card_not_accepted
D01006,T008062,M00603,transport,Ubud,card_not_accepted
D01007,T000653,M02394,transport,Old Quarter,card_not_accepted
D01008,T008825,M03218,retail,Ubud,card_not_accepted
D01009,T007996,M01738,lodging,Malioboro,card_not_accepted
D01010,T011416,M01044,lodging,Ubud,card_not_accepted
D01011,T014353,M02288,transport,George Town,card_not_accepted
D01012,T004961,M01800,transport,Ubud,card_not_accepted
D01013,T014355,M03757,dining,Khao San,card_not_accepted
D01014,T004548,M03917,lodging,Malioboro,card_not_accepted
D01015,T011920,M00297,retail,Malioboro,card_not_accepted
D01016,T001921,M02600,dining,Khao San,card_not_accepted
D01017,T006620,M01328,retail,Ba Dinh,card_not_accepted
D01018,T002902,M00331,dining,Ba Dinh,card_not_accepted
D01019,T004980,M01630,transport,Ubud,card_not_accepted
D01020,T006657,M00582,lodging,Old City,card_not_accepted
D01021,T007773,M02539,transport,Old Quarter,card_not_accepted
D01022,T012296,M04968,transport,Malioboro,card_not_accepted
D01023,T003774,M02624,lodging,Ubud,card_not_accepted
D01024,T007102,M04005,retail,Old City,card_not_accepted
D01025,T002718,M03479,dining,Han River,card_not_accepted
D01026,T006298,M00069,retail,Malioboro,card_not_accepted
D01027,T013851,M04053,dining,Malioboro,card_not_accepted
D01028,T011623,M01405,retail,Old City,card_not_accepted
D01029,T003711,M04798,lodging,George Town,card_not_accepted
D01030,T013546,M00207,dining,Ba Dinh,card_not_accepted
D01031,T004961,M01800,dining,Ubud,card_not_accepted
D01032,T009582,M02010,lodging,George Town,card_not_accepted
D01033,T011810,M04103,lodging,Khao San,card_not_accepted
D01034,T006419,M03342,transport,Ubud,card_not_accepted
D01035,T002438,M02708,retail,Ubud,card_not_accepted
D01036,T010966,M02474,transport,Ubud,card_not_accepted
D01037,T004432,M02436,lodging,George Town,card_not_accepted
D01038,T011047,M02653,dining,Malioboro,card_not_accepted
D01039,T013407,M03717,lodging,Ba Dinh,card_not_accepted
D01040,T014797,M04849,retail,Ubud,card_not_accepted
D01041,T000219,M04202,dining,Old City,card_not_accepted
D01042,T001966,M02749,lodging,George Town,card_not_accepted
D01043,T014743,M04161,dining,Han River,card_not_accepted
D01044,T009442,M01694,transport,Old Quarter,card_not_accepted
D01045,T007194,M02847,transport,Ba Dinh,card_not_accepted
D01046,T014905,M00635,dining,Malioboro,card_not_accepted
D01047,T006450,M02251,transport,Old Quarter,card_not_accepted
D01048,T006500,M02928,retail,Old Quarter,card_not_accepted
D01049,T013048,M00358,lodging,Khao San,card_not_accepted
D01050,T003321,M04558,transport,George Town,card_not_accepted
D01051,T012736,M01107,lodging,Old Quarter,card_not_accepted
D01052,T013632,M00402,transport,Ubud,card_not_accepted
D01053,T013631,M03446,retail,Han River,card_not_accepted
D01054,T002439,M02161,dining,Old Quarter,card_not_accepted
D01055,T001637,M03873,transport,Malioboro,card_not_accepted
D01056,T004297,M04585,transport,Khao San,card_not_accepted
D01057,T001993,M04527,dining,Khao San,card_not_accepted
D01058,T011996,M01452,transport,Old Quarter,card_not_accepted
D01059,T010925,M00504,transport,George Town,card_not_accepted
D01060,T011680,M04331,retail,Old Quarter,card_not_accepted
D01061,T002171,M04131,transport,Old Quarter,card_not_accepted
D01062,T003950,M00470,retail,Khao San,card_not_accepted
D01063,T006973,M04708,dining,Ubud,card_not_accepted
D01064,T009028,M01839,transport,Old City,card_not_accepted
D01065,T006449,M04876,transport,Old City,card_not_accepted
D01066,T009794,M03051,lodging,Old City,card_not_accepted
D01067,T004161,M02479,retail,Han River,card_not_accepted
D01068,T003312,M01182,retail,Malioboro,card_not_accepted
D01069,T014797,M04849,transport,Ubud,card_not_accepted
D01070,T001310,M01784,dining,Old City,card_not_accepted
D01071,T009767,M02493,transport,George Town,card_not_accepted
D01072,T004189,M00512,retail,Khao San,card_not_accepted
D01073,T013184,M03089,dining,Malioboro,card_not_accepted
D01074,T005675,M03249,transport,Old Quarter,card_not_accepted
D01075,T011727,M04245,retail,Malioboro,card_not_accepted
D01076,T002945,M00411,retail,Old Quarter,card_not_accepted
D01077,T004988,M04425,dining,Han River,card_not_accepted
D01078,T011559,M04221,lodging,Ubud,card_not_accepted
D01079,T000711,M03076,dining,Malioboro,card_not_accepted
D01080,T002024,M00255,retail,Khao San,card_not_accepted
D01081,T002401,M04271,lodging,Ba Dinh,card_not_accepted
D01082,T006601,M03382,lodging,Old Quarter,card_not_accepted
D01083,T010695,M03913,dining,Khao San,card_not_accepted
D01084,T012864,M04696,dining,Malioboro,card_not_accepted
D01085,T012803,M03241,dining,Han River,card_not_accepted
D01086,T004017,M00926,lodging,Old Quarter,card_not_accepted
D01087,T011538,M04904,transport,Malioboro,card_not_accepted
D01088,T010582,M01486,retail,Khao San,card_not_accepted
D01089,T010186,M03082,retail,Old Quarter,card_not_accepted
D01090,T006799,M02635,dining,Ubud,card_not_accepted
D01091,T013157,M02621,retail,Old City,card_not_accepted
D01092,T003275,M03791,transport,Old Quarter,card_not_accepted
D01093,T006706,M01261,lodging,Old Quarter,card_not_accepted
D01094,T002874,M00595,transport,Ubud,card_not_accepted
D01095,T006506,M01517,transport,Ba Dinh,card_not_accepted
D01096,T014296,M00945,transport,Malioboro,card_not_accepted
D01097,T001688,M03886,dining,Old Quarter,card_not_accepted
D01098,T014779,M01122,retail,George Town,card_not_accepted
D01099,T008941,M02149,retail,Han River,card_not_accepted
D01100,T006735,M01065,lodging,Old Quarter,card_not_accepted
D01101,T007544,M03149,dining,George Town,card_not_accepted
D01102,T003061,M00731,retail,Ba Dinh,card_not_accepted
D01103,T005267,M00062,lodging,Old Quarter,card_not_accepted
D01104,T000049,M01016,retail,Malioboro,card_not_accepted
D01105,T004294,M01645,transport,Malioboro,card_not_accepted
D01106,T010012,M04779,lodging,Malioboro,card_not_accepted
D01107,T014691,M02989,lodging,Malioboro,card_not_accepted
D01108,T013492,M01816,retail,Han River,card_not_accepted
D01109,T009763,M00679,retail,Old City,card_not_accepted
D01110,T013002,M03067,transport,George Town,card_not_accepted
D01111,T005318,M00596,lodging,Old Quarter,card_not_accepted
D01112,T012669,M01280,dining,Old Quarter,card_not_accepted
D01113,T002248,M02890,lodging,Han River,card_not_accepted
D01114,T012474,M00610,dining,Han River,card_not_accepted
D01115,T006446,M02937,lodging,Ubud,card_not_accepted
D01116,T001576,M01577,dining,Ubud,card_not_accepted
D01117,T011856,M03947,retail,Old Quarter,card_not_accepted
D01118,T013408,M03055,dining,Ubud,card_not_accepted
D01119,T008733,M01439,dining,Ubud,card_not_accepted
D01120,T006354,M03018,dining,Ubud,card_not_accepted
D01121,T000571,M00965,lodging,Old City,card_not_accepted
D01122,T009957,M01694,retail,Malioboro,card_not_accepted
D01123,T004395,M00690,retail,Han River,card_not_accepted
D01124,T011975,M00279,transport,Malioboro,card_not_accepted
D01125,T013160,M04447,dining,Ubud,card_not_accepted
D01126,T009282,M04204,transport,Khao San,card_not_accepted
D01127,T012900,M01085,retail,Malioboro,card_not_accepted
D01128,T004651,M03570,dining,Malioboro,card_not_accepted
D01129,T005480,M00914,retail,George Town,card_not_accepted
D01130,T012128,M00713,retail,Ba Dinh,card_not_accepted
D01131,T011359,M03861,transport,Old Quarter,card_not_accepted
D01132,T010208,M00007,retail,Khao San,card_not_accepted
D01133,T000761,M03651,lodging,Old City,card_not_accepted
D01134,T005807,M01800,transport,Ba Dinh,card_not_accepted
D01135,T004738,M02434,transport,Han River,card_not_accepted
D01136,T008053,M02270,retail,Han River,card_not_accepted
D01137,T009203,M03458,retail,Old City,card_not_accepted
D01138,T008284,M04439,transport,Han River,card_not_accepted
D01139,T003521,M02185,lodging,Malioboro,card_not_accepted
D01140,T003772,M00348,lodging,Han River,card_not_accepted
D01141,T006883,M00498,transport,Ubud,card_not_accepted
D01142,T010165,M02145,retail,George Town,card_not_accepted
D01143,T006176,M03378,dining,Old Quarter,card_not_accepted
D01144,T001529,M03236,lodging,Ubud,card_not_accepted
D01145,T002530,M04501,transport,Ubud,card_not_accepted
D01146,T004638,M02784,lodging,Han River,card_not_accepted
D01147,T000971,M01994,retail,Old City,card_not_accepted
D01148,T014458,M00190,transport,Khao San,card_not_accepted
D01149,T009242,M01775,transport,Old City,card_not_accepted
D01150,T011952,M04699,lodging,Malioboro,card_not_accepted
D01151,T003795,M00445,dining,Malioboro,card_not_accepted
D01152,T006347,M03394,lodging,Ba Dinh,card_not_accepted
D01153,T004624,M01938,lodging,Old City,card_not_accepted
D01154,T003088,M03340,transport,Han River,card_not_accepted
D01155,T010712,M03154,dining,Old Quarter,card_not_accepted
D01156,T010819,M04850,transport,Old Quarter,card_not_accepted
D01157,T001850,M02408,dining,Ba Dinh,card_not_accepted
D01158,T008658,M00419,retail,Ubud,card_not_accepted
D01159,T012308,M03250,dining,Old Quarter,card_not_accepted
D01160,T000598,M04896,retail,Ba Dinh,card_not_accepted
D01161,T005786,M00416,retail,Khao San,card_not_accepted
D01162,T009764,M03231,dining,Khao San,card_not_accepted
D01163,T012768,M00014,retail,Old City,card_not_accepted
D01164,T003918,M00597,transport,Khao San,card_not_accepted
D01165,T000963,M03249,lodging,Ubud,card_not_accepted
D01166,T013544,M03660,lodging,Old Quarter,card_not_accepted
D01167,T012330,M03061,lodging,Old Quarter,card_not_accepted
D01168,T008236,M02699,retail,Old City,card_not_accepted
D01169,T005233,M03127,dining,Khao San,card_not_accepted
D01170,T009957,M01694,dining,Malioboro,card_not_accepted
D01171,T011082,M01385,retail,Ubud,card_not_accepted
D01172,T000780,M02276,lodging,Han River,card_not_accepted
D01173,T007765,M02199,transport,Ubud,card_not_accepted
D01174,T004420,M02858,dining,Ubud,card_not_accepted
D01175,T008521,M03662,lodging,Old City,card_not_accepted
D01176,T010329,M00947,transport,Ubud,card_not_accepted
D01177,T012625,M03582,lodging,Ubud,card_not_accepted
D01178,T000201,M04369,dining,Malioboro,card_not_accepted
D01179,T012330,M03061,transport,Old Quarter,card_not_accepted
D01180,T010724,M04237,transport,Old Quarter,card_not_accepted
D01181,T009965,M03673,lodging,Ba Dinh,card_not_accepted
D01182,T013890,M04568,lodging,Malioboro,card_not_accepted
D01183,T001808,M00320,lodging,Khao San,card_not_accepted
D01184,T012259,M04001,retail,Han River,card_not_accepted
D01185,T006891,M00249,dining,Khao San,card_not_accepted
D01186,T010869,M02553,dining,Malioboro,card_not_accepted
D01187,T002711,M04163,lodging,Old Quarter,card_not_accepted
D01188,T003066,M03092,lodging,Khao San,card_not_accepted
D01189,T008917,M03457,transport,Malioboro,card_not_accepted
D01190,T011017,M03894,retail,George Town,card_not_accepted
D01191,T006186,M04914,dining,Khao San,card_not_accepted
D01192,T009582,M02010,dining,George Town,card_not_accepted
D01193,T010684,M03134,lodging,Ubud,card_not_accepted
D01194,T003783,M01123,dining,Ubud,card_not_accepted
D01195,T012828,M02015,dining,George Town,card_not_accepted
D01196,T002602,M02281,transport,Old Quarter,card_not_accepted
D01197,T013090,M00503,transport,Malioboro,card_not_accepted
D01198,T003410,M01684,retail,Malioboro,card_not_accepted
D01199,T014868,M04581,transport,Old Quarter,card_not_accepted
D01200,T003269,M02921,dining,Ubud,card_not_accepted
D01201,T014288,M03073,retail,Old Quarter,card_not_accepted
D01202,T008433,M03698,lodging,Malioboro,card_not_accepted
D01203,T000746,M00430,dining,Old Quarter,card_not_accepted
D01204,T011518,M02111,retail,George Town,card_not_accepted
D01205,T007906,M01802,transport,Han River,card_not_accepted
D01206,T007602,M02206,retail,Malioboro,card_not_accepted
D01207,T001217,M04626,dining,Ubud,card_not_accepted
D01208,T004214,M02644,transport,Old City,card_not_accepted
D01209,T011496,M04744,retail,Old City,card_not_accepted
D01210,T009585,M03354,dining,Malioboro,card_not_accepted
D01211,T003376,M02369,lodging,George Town,card_not_accepted
D01212,T012358,M02798,retail,Ba Dinh,card_not_accepted
D01213,T014077,M02000,transport,Malioboro,card_not_accepted
D01214,T010010,M02161,retail,Khao San,card_not_accepted
D01215,T012766,M00012,retail,George Town,card_not_accepted
D01216,T007692,M04270,lodging,Han River,card_not_accepted
D01217,T011880,M04876,retail,George Town,card_not_accepted
D01218,T010591,M02430,transport,Han River,card_not_accepted
D01219,T010176,M04411,retail,Malioboro,card_not_accepted
D01220,T003554,M04237,lodging,Malioboro,card_not_accepted
D01221,T002286,M04076,transport,Han River,card_not_accepted
D01222,T004292,M02973,lodging,Khao San,card_not_accepted
D01223,T014326,M00676,dining,Ubud,card_not_accepted
D01224,T009499,M03716,dining,Malioboro,card_not_accepted
D01225,T009039,M04368,dining,Han River,card_not_accepted
D01226,T006622,M02263,retail,Malioboro,card_not_accepted
D01227,T009763,M00679,lodging,Old City,card_not_accepted
D01228,T009614,M04681,lodging,Malioboro,card_not_accepted
D01229,T014958,M02649,lodging,Malioboro,card_not_accepted
D01230,T012821,M03999,transport,Old Quarter,card_not_accepted
D01231,T009438,M02973,retail,Ba Dinh,card_not_accepted
D01232,T009970,M03837,transport,Ubud,card_not_accepted
D01233,T008488,M04874,retail,Ba Dinh,card_not_accepted
D01234,T011356,M00072,retail,Ubud,card_not_accepted
D01235,T003970,M02912,dining,Malioboro,card_not_accepted
D01236,T008976,M01987,lodging,Old Quarter,card_not_accepted
D01237,T010660,M02384,lodging,Malioboro,card_not_accepted
D01238,T000036,M00592,retail,Malioboro,card_not_accepted
D01239,T014001,M00301,dining,Malioboro,card_not_accepted
D01240,T006321,M03824,transport,Ubud,card_not_accepted
D01241,T013599,M00780,retail,Old Quarter,card_not_accepted
D01242,T000730,M03858,dining,Malioboro,card_not_accepted
D01243,T012383,M02070,retail,Han River,card_not_accepted
D01244,T001986,M03791,retail,Malioboro,card_not_accepted
D01245,T009238,M03949,dining,Old Quarter,card_not_accepted
D01246,T005651,M04787,dining,Ba Dinh,card_not_accepted
D01247,T007150,M01652,transport,Malioboro,card_not_accepted
D01248,T009679,M01968,lodging,Ubud,card_not_accepted
D01249,T006467,M03792,retail,George Town,card_not_accepted
D01250,T013975,M02874,retail,Ubud,card_not_accepted
D01251,T006567,M01625,dining,Malioboro,card_not_accepted
D01252,T002020,M04678,lodging,Han River,card_not_accepted
D01253,T001537,M01600,dining,Ubud,card_not_accepted
D01254,T014303,M03540,retail,Ubud,card_not_accepted
D01255,T005071,M02921,transport,Han River,card_not_accepted
D01256,T000195,M01084,transport,Old Quarter,card_not_accepted
D01257,T008335,M03439,retail,Khao San,card_not_accepted
D01258,T012733,M03320,retail,Old City,card_not_accepted
D01259,T000305,M01182,dining,Ubud,card_not_accepted
D01260,T009073,M04389,retail,Malioboro,card_not_accepted
D01261,T006517,M00567,transport,Han River,card_not_accepted
D01262,T006974,M03435,retail,George Town,card_not_accepted
D01263,T000036,M00592,transport,Malioboro,card_not_accepted
D01264,T006398,M01635,retail,George Town,card_not_accepted
D01265,T008467,M02828,transport,Malioboro,card_not_accepted
D01266,T008096,M01124,lodging,Ubud,card_not_accepted
D01267,T013183,M03640,transport,Han River,card_not_accepted
D01268,T009459,M01896,dining,Old City,card_not_accepted
D01269,T014353,M02288,dining,George Town,card_not_accepted
D01270,T007389,M01154,lodging,Malioboro,card_not_accepted
D01271,T000296,M03282,transport,Han River,card_not_accepted
D01272,T004831,M01889,dining,Old City,card_not_accepted
D01273,T002499,M04184,transport,Old City,card_not_accepted
D01274,T014174,M04848,transport,Ba Dinh,card_not_accepted
D01275,T010862,M00080,dining,Han River,card_not_accepted
D01276,T012144,M01372,retail,Malioboro,card_not_accepted
D01277,T005588,M03231,retail,Ba Dinh,card_not_accepted
D01278,T007850,M03123,retail,George Town,card_not_accepted
D01279,T013944,M04946,dining,Han River,card_not_accepted
D01280,T013599,M00780,dining,Old Quarter,card_not_accepted
D01281,T003212,M02494,transport,Khao San,card_not_accepted
D01282,T002556,M00773,retail,Han River,card_not_accepted
D01283,T003731,M03500,dining,Malioboro,card_not_accepted
D01284,T009348,M00133,retail,Malioboro,card_not_accepted
D01285,T003839,M01512,dining,Ubud,card_not_accepted
D01286,T006973,M04708,transport,Ubud,card_not_accepted
D01287,T008748,M00336,dining,Khao San,card_not_accepted
D01288,T014392,M03791,transport,Ba Dinh,card_not_accepted
D01289,T011559,M04221,dining,Ubud,card_not_accepted
D01290,T007379,M00508,retail,Han River,card_not_accepted
D01291,T000549,M04389,lodging,Ubud,card_not_accepted
D01292,T014304,M04359,dining,Old Quarter,card_not_accepted
D01293,T005079,M01197,lodging,George Town,card_not_accepted
D01294,T014468,M01640,dining,Khao San,card_not_accepted
D01295,T010307,M02281,transport,Old City,card_not_accepted
D01296,T001986,M03791,lodging,Malioboro,card_not_accepted
D01297,T014066,M00793,transport,Ba Dinh,card_not_accepted
D01298,T002817,M02537,retail,Old City,card_not_accepted
D01299,T009404,M04996,lodging,Ubud,card_not_accepted
D01300,T007719,M03746,dining,Old Quarter,card_not_accepted
D01301,T009376,M00329,retail,Old Quarter,card_not_accepted
D01302,T002335,M01249,dining,Han River,card_not_accepted
D01303,T009122,M03552,dining,Old City,card_not_accepted
D01304,T013845,M02491,transport,Khao San,card_not_accepted
D01305,T004632,M01003,transport,George Town,card_not_accepted
D01306,T004161,M02479,dining,Han River,card_not_accepted
D01307,T013965,M01625,retail,Malioboro,card_not_accepted
D01308,T006098,M02633,lodging,Han River,card_not_accepted
D01309,T001154,M04760,dining,Old City,card_not_accepted
D01310,T013833,M02463,lodging,Ubud,card_not_accepted
D01311,T013093,M02169,retail,Malioboro,card_not_accepted
D01312,T007364,M02376,lodging,Old Quarter,card_not_accepted
D01313,T012559,M02396,transport,Malioboro,card_not_accepted
D01314,T010629,M00343,dining,Han River,card_not_accepted
D01315,T005452,M00260,transport,Malioboro,card_not_accepted
D01316,T003970,M02912,retail,Malioboro,card_not_accepted
D01317,T007957,M03896,lodging,Ubud,card_not_accepted
D01318,T001887,M01468,retail,Ba Dinh,card_not_accepted
D01319,T010724,M04237,dining,Old Quarter,card_not_accepted
D01320,T007906,M01802,lodging,Han River,card_not_accepted
D01321,T006296,M01374,dining,Ubud,card_not_accepted
D01322,T012962,M04776,lodging,Malioboro,card_not_accepted
D01323,T012874,M02590,retail,Old Quarter,card_not_accepted
D01324,T011230,M00769,transport,Ubud,card_not_accepted
D01325,T002150,M04651,dining,George Town,card_not_accepted
D01326,T012169,M01922,transport,Ubud,card_not_accepted
D01327,T002037,M03911,dining,Ubud,card_not_accepted
D01328,T006123,M02948,lodging,George Town,card_not_accepted
D01329,T007774,M04911,lodging,Old Quarter,card_not_accepted
D01330,T006801,M01289,lodging,Ba Dinh,card_not_accepted
D01331,T014001,M00301,retail,Malioboro,card_not_accepted
D01332,T006547,M02555,dining,Old Quarter,card_not_accepted
D01333,T003731,M03500,transport,Malioboro,card_not_accepted
D01334,T009322,M04361,retail,Old Quarter,card_not_accepted
D01335,T011501,M03186,dining,Malioboro,card_not_accepted
D01336,T001682,M03564,transport,Ubud,card_not_accepted
D01337,T009881,M04486,retail,Khao San,card_not_accepted
D01338,T005713,M01741,lodging,Old Quarter,card_not_accepted
D01339,T013466,M01126,retail,Ubud,card_not_accepted
D01340,T000129,M01811,retail,Old Quarter,card_not_accepted
D01341,T012097,M02600,dining,Khao San,card_not_accepted
D01342,T012841,M03900,lodging,Malioboro,card_not_accepted
D01343,T011689,M02716,transport,Ubud,card_not_accepted
D01344,T006346,M03233,transport,Ubud,card_not_accepted
D01345,T010383,M04202,dining,Khao San,card_not_accepted
D01346,T010502,M01753,retail,George Town,card_not_accepted
D01347,T009092,M04179,lodging,Old Quarter,card_not_accepted
D01348,T011410,M00099,transport,Ubud,card_not_accepted
D01349,T007571,M03546,dining,Ba Dinh,card_not_accepted
D01350,T000168,M00781,lodging,Old Quarter,card_not_accepted
D01351,T009726,M00381,retail,Old Quarter,card_not_accepted
D01352,T014037,M03172,transport,Ubud,card_not_accepted
D01353,T014490,M02096,dining,Ubud,card_not_accepted
D01354,T004594,M01053,transport,Old City,card_not_accepted
D01355,T014003,M03719,transport,George Town,card_not_accepted
D01356,T008410,M03482,retail,Old Quarter,card_not_accepted
D01357,T000013,M03879,dining,Khao San,card_not_accepted
D01358,T008403,M00028,retail,Han River,card_not_accepted
D01359,T009782,M04250,lodging,Han River,card_not_accepted
D01360,T009510,M03954,lodging,Khao San,card_not_accepted
D01361,T001635,M03833,lodging,Han River,card_not_accepted
D01362,T008985,M00915,transport,George Town,card_not_accepted
D01363,T010675,M01926,lodging,Malioboro,card_not_accepted
D01364,T008974,M00752,retail,Old City,card_not_accepted
D01365,T003939,M04009,retail,Ubud,card_not_accepted
D01366,T003622,M01718,dining,Old City,card_not_accepted
D01367,T007124,M02161,retail,George Town,card_not_accepted
D01368,T008341,M01614,lodging,Malioboro,card_not_accepted
D01369,T014609,M00176,transport,Old Quarter,card_not_accepted
D01370,T007580,M04232,transport,Han River,card_not_accepted
D01371,T011428,M02468,transport,Ba Dinh,card_not_accepted
D01372,T012173,M04103,dining,Old Quarter,card_not_accepted
D01373,T008240,M00101,retail,Ubud,card_not_accepted
D01374,T007922,M04487,transport,Old City,card_not_accepted
D01375,T007698,M03665,lodging,Ba Dinh,card_not_accepted
D01376,T002200,M02870,retail,Khao San,card_not_accepted
D01377,T004732,M00710,dining,Han River,card_not_accepted
D01378,T005052,M03541,retail,Han River,card_not_accepted
D01379,T011721,M00789,lodging,Old City,card_not_accepted
D01380,T004057,M04121,lodging,Han River,card_not_accepted
D01381,T013095,M03791,lodging,Malioboro,card_not_accepted
D01382,T004047,M03069,retail,Old City,card_not_accepted
D01383,T000326,M01011,transport,Ubud,card_not_accepted
D01384,T003157,M01503,retail,Khao San,card_not_accepted
D01385,T005336,M01602,transport,Malioboro,card_not_accepted
D01386,T012889,M01977,dining,Malioboro,card_not_accepted
D01387,T013320,M01437,retail,Ubud,card_not_accepted
D01388,T004743,M01250,retail,Malioboro,card_not_accepted
D01389,T004556,M01129,lodging,Old City,card_not_accepted
D01390,T005642,M03232,transport,Old Quarter,card_not_accepted
D01391,T004651,M03570,transport,Malioboro,card_not_accepted
D01392,T007328,M03928,dining,Malioboro,card_not_accepted
D01393,T013550,M03954,transport,Ubud,card_not_accepted
D01394,T005960,M03476,dining,Khao San,card_not_accepted
D01395,T002528,M01594,transport,Han River,card_not_accepted
D01396,T006589,M00872,transport,Malioboro,card_not_accepted
D01397,T013530,M01743,retail,Old City,card_not_accepted
D01398,T002122,M04798,retail,Malioboro,card_not_accepted
D01399,T008788,M02457,dining,Han River,card_not_accepted
D01400,T010492,M01334,lodging,Old Quarter,card_not_accepted
D01401,T011937,M00201,transport,Khao San,card_not_accepted
D01402,T002453,M01856,retail,Ubud,card_not_accepted
D01403,T001571,M02303,transport,George Town,card_not_accepted
D01404,T012803,M03241,transport,Han River,card_not_accepted
D01405,T002299,M00649,retail,Khao San,card_not_accepted
D01406,T006077,M04843,lodging,Old City,card_not_accepted
D01407,T008658,M00419,transport,Ubud,card_not_accepted
D01408,T001098,M03552,dining,Old Quarter,card_not_accepted
D01409,T006186,M04914,transport,Khao San,card_not_accepted
D01410,T014078,M04214,retail,Old City,card_not_accepted
D01411,T003501,M00222,retail,George Town,card_not_accepted
D01412,T014145,M02154,transport,Old City,card_not_accepted
D01413,T011643,M01291,transport,Malioboro,card_not_accepted
D01414,T000412,M02275,dining,Han River,card_not_accepted
D01415,T004298,M01283,dining,Malioboro,card_not_accepted
D01416,T004553,M04572,dining,Han River,card_not_accepted
D01417,T003011,M00513,retail,Old Quarter,card_not_accepted
D01418,T005682,M02159,transport,Malioboro,card_not_accepted
D01419,T010908,M03629,transport,Khao San,card_not_accepted
D01420,T003927,M00279,transport,Ubud,card_not_accepted
D01421,T014826,M00470,retail,Malioboro,card_not_accepted
D01422,T007267,M03841,lodging,Han River,card_not_accepted
D01423,T002958,M03829,dining,Old Quarter,card_not_accepted
D01424,T004322,M01384,retail,Old Quarter,card_not_accepted
D01425,T004134,M00505,dining,Khao San,card_not_accepted
D01426,T007832,M01124,transport,Ubud,card_not_accepted
D01427,T004028,M00932,lodging,Khao San,card_not_accepted
D01428,T002366,M03763,transport,George Town,card_not_accepted
D01429,T010918,M02281,transport,Malioboro,card_not_accepted
D01430,T006326,M04605,retail,Khao San,card_not_accepted
D01431,T005428,M01333,dining,Ba Dinh,card_not_accepted
D01432,T014744,M00578,dining,Old City,card_not_accepted
D01433,T003176,M01662,retail,George Town,card_not_accepted
D01434,T007245,M03359,retail,Ba Dinh,card_not_accepted
D01435,T011326,M01538,lodging,George Town,card_not_accepted
D01436,T013441,M02146,dining,Old Quarter,card_not_accepted
D01437,T004120,M01055,transport,Ubud,card_not_accepted
D01438,T014500,M02270,dining,Ubud,card_not_accepted
D01439,T012876,M02355,lodging,Han River,card_not_accepted
D01440,T012795,M01519,retail,George Town,card_not_accepted
D01441,T009761,M03984,transport,Malioboro,card_not_accepted
D01442,T000180,M02161,transport,Ubud,card_not_accepted
D01443,T004363,M03607,transport,Old City,card_not_accepted
D01444,T008627,M03912,retail,Ubud,card_not_accepted
D01445,T004027,M02590,dining,Khao San,card_not_accepted
D01446,T002301,M00933,lodging,Old Quarter,card_not_accepted
D01447,T007474,M04941,retail,Han River,card_not_accepted
D01448,T006733,M01014,dining,Ubud,card_not_accepted
D01449,T005147,M04004,dining,Khao San,card_not_accepted
D01450,T005619,M01763,retail,Old Quarter,card_not_accepted
D01451,T007148,M02874,retail,Ubud,card_not_accepted
D01452,T000623,M04027,transport,Old Quarter,card_not_accepted
D01453,T006882,M02167,retail,Khao San,card_not_accepted
D01454,T014905,M00635,transport,Malioboro,card_not_accepted
D01455,T014317,M04336,lodging,Khao San,card_not_accepted
D01456,T002242,M01189,lodging,Old Quarter,card_not_accepted
D01457,T012098,M03005,retail,Old City,card_not_accepted
D01458,T012734,M04506,lodging,Malioboro,card_not_accepted
D01459,T010801,M03871,transport,Ubud,card_not_accepted
D01460,T007928,M03558,dining,Malioboro,card_not_accepted
D01461,T009722,M02820,lodging,Old Quarter,card_not_accepted
D01462,T013582,M00827,dining,Old Quarter,card_not_accepted
D01463,T011160,M01008,dining,Khao San,card_not_accepted
D01464,T008556,M03664,lodging,Ubud,card_not_accepted
