member_id,segment,home_market,pattern,is_targeted,recommended_intervention,top_category,top_subcategory,top_merchant,recommended_voucher,predicted_uplift,te_points,te_credit,expected_spend,leakage_estimate,total_spend,category_hhi,merchant_diversity,threshold_score,mean_cash
M03092,gold,Australia,Immediate Value Seeker,True,Cashback / statement credit,dining,Fine Dining,Caffé Pascucci,Cashback at Caffé Pascucci,0.17452930603145836,0.13717494526080362,0.1380407976876853,1352.12,505.5602016754268,1363.96,0.39569996148697856,1.0,0.0,0.4325333333333334
M03093,gold,Japan,Already Loyal,False,No incentive,lodging,Hotel,Shibuya Excel Hotel Tokyu,—,0.14947080483161743,0.13032770741042493,0.09281809683487703,8202.77,3854.3615912611112,8593.9,0.34087276357867957,1.0,0.3125,0.35952
M03094,core,Japan,Merchant Explorer,True,Merchant-specific voucher,lodging,Upscale Hotel,Regency Hyde Park,Regency Hyde Park voucher,0.1732416699531477,0.12097090193930173,0.17023482131650167,3519.5299999999997,313.5328399481131,4347.58,0.4471455603733566,1.0,0.17391304347826086,0.3737166666666667
M03095,core,United States,Merchant Explorer,True,Merchant-specific voucher,dining,Fine Dining,Ginza Kagari,Ginza Kagari voucher,0.18204652810346164,0.136530701477238,0.1707745630923214,1642.6699999999998,239.9096021774055,1847.0,0.3140439267762968,1.0,0.19047619047619047,0.25833333333333336
M03096,gold,Singapore,Fee-Sensitive Traveller,False,No incentive (FX-offset out of scope),lodging,Mid-scale Hotel,Kristi House,—,0.1335858445023535,0.1335858445023535,0.14563945226993627,312.39,906.8119126273277,312.39,0.42302845119872673,1.0,0.0,0.4571
M03097,platinum,Australia,Threshold Chaser,True,"Spend X, get Y back",transport,Rail & Metro,Spagna Metro,Spend & get-back at Spagna Metro,0.13446862514717428,0.13446862514717428,0.1292684911152639,523.98,251.1231707857124,523.98,0.2882535949247137,1.0,0.5,0.0708
M03098,gold,Singapore,Points Optimiser,True,2x / 3x points,retail,General Retail,Vincom Da Nang,3x points on retail,0.3311871439484599,0.3311871439484599,0.24834618039553089,77.38,382.94391201799306,77.38,0.407874095281626,1.0,0.0,0.316
M03099,core,Singapore,Immediate Value Seeker,True,Cashback / statement credit,retail,Premium Retail,Chinatown Complex,Cashback at Chinatown Complex,0.15117080279960526,0.1177738585394561,0.15489982053668722,3659.44,224.66733858240588,3659.44,0.41149020142362785,1.0,0.0,0.0896
M03100,core,Singapore,Low Responsiveness,False,No incentive,dining,Fine Dining,Il giardino di Barbano,—,0.1153101261645207,0.1153101261645207,0.1622031317099682,970.51,1333.122865113078,970.51,0.3889730460159236,1.0,0.0,0.0708
M03101,core,United States,Immediate Value Seeker,True,Cashback / statement credit,lodging,Hotel,Hotel Nunu,Cashback at Hotel Nunu,0.16010617519057244,0.11108697528523385,0.15707213062376424,3560.9800000000005,233.6479472655523,3638.7,0.2858130503475149,1.0,0.35294117647058826,0.15874000000000002
M03102,core,Singapore,Already Loyal,False,No incentive,dining,Fine Dining,Yung Kee,—,0.150511707656113,0.11700363456114737,0.1367716475515278,8554.029999999999,52.07378364733282,8554.03,0.2864029670857669,0.875,0.375,0.10915000000000001
M03103,core,Japan,Already Loyal,False,No incentive,dining,Fine Dining,Breizh Café,—,0.14069292611303247,0.10786460276025718,0.1366140426541937,8074.78,459.7627823897207,8801.0,0.34953217091502753,1.0,0.0,0.20083333333333334
M03104,core,Hong Kong,Immediate Value Seeker,True,Cashback / statement credit,dining,Fine Dining,Chin Chin,Cashback at Chin Chin,0.12795355106691417,0.12795355106691417,0.15172008949588262,3462.17,42.5687081828631,3496.21,0.4341015400064032,1.0,0.0,0.04
M03105,gold,Singapore,Already Loyal,False,No incentive,retail,Electronics,Samsung Digital Plaza,—,0.13747245429851404,0.14283361365474787,0.1002199979176942,12611.86,831.3684833121076,12611.86,0.34118022596769,1.0,0.3333333333333333,0.08986666666666666
M03106,core,Japan,Immediate Value Seeker,True,Cashback / statement credit,dining,Fast Food,Saizeriya,Cashback at Saizeriya,0.1609295569303512,0.11122188955528513,0.15472481528575646,3600.38,68.23901520256398,3826.93,0.27912640838825364,1.0,0.2222222222222222,0.294
M03108,gold,Hong Kong,Low Responsiveness,False,No incentive,dining,Fine Dining,Jumbo Seafood,—,0.1071514444004299,0.1071514444004299,0.1113938806936368,1608.57,12.958993320283987,2251.68,0.2830507428546376,1.0,0.375,0.28125
M03109,core,Singapore,Fee-Sensitive Traveller,False,No incentive (FX-offset out of scope),dining,Cafe & Coffee,CAFE de CRIE,—,0.11906968502442214,0.11906968502442214,0.16819193990071774,2374.52,285.8276553176719,3062.39,0.3303599578388193,1.0,0.26666666666666666,0.461775
M03110,gold,Singapore,Threshold Chaser,True,"Spend X, get Y back",dining,Fine Dining,Mingles,Spend & get-back at Mingles,0.13049546011596916,0.13049546011596916,0.10430874507895598,1776.72,6.920563659316741,1776.72,0.3732723280859676,1.0,0.5,0.04
M03111,core,Singapore,Already Loyal,False,No incentive,dining,Fine Dining,Brunetti Oro,—,0.13527579916388577,0.12437071461769073,0.15490263633033852,7951.57,2595.2326386947498,7951.57,0.4770622462044582,1.0,0.3333333333333333,0.19456666666666667
M03112,platinum,Australia,Already Loyal,False,No incentive,retail,Premium Retail,IFC Mall,—,0.13695022717239427,0.13695022717239427,0.07344445994523413,18904.44,866.9911505013894,20145.38,0.3242354548484017,1.0,0.125,0.192375
M03113,centurion,Singapore,Immediate Value Seeker,True,Cashback / statement credit,dining,Fine Dining,Din Tai Fung ION,Cashback at Din Tai Fung ION,0.1607848987927212,0.12652293257224126,0.12712325871057606,8196.24,0.0,10280.539999999999,0.435138612257423,1.0,0.1111111111111111,0.24053333333333335
M03116,gold,Singapore,Category Loyalist,True,Category-specific reward,dining,Casual Dining,Nattaporn Ice Cream,Casual Dining reward (dining),0.4,0.4,0.1971089429128001,20.1,53.24873257378078,25.950000000000003,0.6370657964590271,1.0,0.0,0.4571
M03117,gold,Singapore,Category Loyalist,True,Category-specific reward,transport,Rail & Metro,Vietnam Airlines,Rail & Metro reward (transport),0.3172178452173897,0.3172178452173897,0.1981161987256761,19.83,136.73971916776856,27.57,0.596149952460509,1.0,0.0,0.316
M03118,gold,Hong Kong,Fee-Sensitive Traveller,False,No incentive (FX-offset out of scope),dining,Fine Dining,Yung Kee,—,0.12203924562960998,0.12203924562960998,0.10954484157995868,5010.73,1547.2225346441853,5742.129999999999,0.552633610022304,1.0,0.2222222222222222,0.36004
M03119,core,Singapore,Threshold Chaser,True,"Spend X, get Y back",lodging,Hotel,Royal Plaza Hotel,Spend & get-back at Royal Plaza Hotel,0.11804491864109119,0.11804491864109119,0.16494665921635485,1593.1100000000001,1061.325349758522,1859.07,0.2953386425104744,1.0,0.42857142857142855,0.23827500000000001
M03120,core,Singapore,Fee-Sensitive Traveller,False,No incentive (FX-offset out of scope),dining,Fine Dining,Zuboraya,—,0.14103451119232388,0.14103451119232388,0.1532753960211625,505.96000000000004,44.810347494933794,522.0,0.3410377614832431,1.0,0.2857142857142857,0.45855
M03121,platinum,Singapore,Points Optimiser,True,2x / 3x points,lodging,Hotel,Hotel 1888,3x points on lodging,0.15221934920227922,0.129580516195812,0.09563397453941605,5552.8,1004.0257645585316,5552.8,0.26966125879173714,1.0,0.16666666666666666,0.2211
M03122,gold,Australia,Low Responsiveness,False,No incentive,dining,Fine Dining,Jumbo Seafood,—,0.11407290687773468,0.11407290687773468,0.1278048000154849,1721.87,3.1989291895833105,1721.87,0.40164368067980527,1.0,0.125,0.0648
M03123,gold,Singapore,Merchant Explorer,True,Merchant-specific voucher,dining,Fine Dining,Le Consulat,Le Consulat voucher,0.13304118437056345,0.13304118437056345,0.10562234592819,3320.41,2142.7582948979007,3887.08,0.34220768592105977,1.0,0.15,0.33873333333333333
M03125,core,Japan,Immediate Value Seeker,True,Cashback / statement credit,dining,Fine Dining,Maxwell Food Centre,Cashback at Maxwell Food Centre,0.14931143891169785,0.1153552199166008,0.1529044435739788,5520.11,351.3569777521233,5609.54,0.4533836347583967,0.8666666666666667,0.26666666666666666,0.1338
M03127,core,Japan,Merchant Explorer,True,Merchant-specific voucher,dining,Fine Dining,Breizh Café,Breizh Café voucher,0.17088617460101727,0.14368631930333103,0.1625906963988069,5405.28,866.0278736283578,6923.37,0.4201656484710385,1.0,0.20833333333333334,0.3108142857142857
M03128,core,Singapore,Fee-Sensitive Traveller,False,No incentive (FX-offset out of scope),retail,Premium Retail,Fahrenheit88,—,0.12132178344528755,0.12132178344528755,0.1539162012676643,734.24,1256.920624854407,1622.48,0.28646418887372904,1.0,0.08333333333333333,0.55085
M03129,gold,Singapore,Fee-Sensitive Traveller,False,No incentive (FX-offset out of scope),dining,Fine Dining,Mister Munro,—,0.14341155280645168,0.14341155280645168,0.1221238292797852,1285.05,861.0860548998841,1285.05,0.27982110505136987,1.0,0.08333333333333333,0.442625
M03130,gold,Australia,Points Optimiser,True,2x / 3x points,lodging,Hotel,Hotel Nikko Osaka,3x points on lodging,0.17090037943887476,0.12672937593635814,0.12601590664903894,5379.89,688.3192842048562,5395.16,0.32523370558517345,0.8823529411764706,0.23529411764705882,0.32464
M03131,core,Hong Kong,Merchant Explorer,True,Merchant-specific voucher,retail,Premium Retail,Landmark,Landmark voucher,0.15410393441212117,0.1371650950536986,0.1717946669245747,15520.0,861.679187383915,15542.27,0.4498172210734558,0.9411764705882353,0.23529411764705882,0.20528
M03133,core,Singapore,Low Responsiveness,False,No incentive,dining,Fine Dining,L'As du Fallafel,—,0.11531090102003436,0.11531090102003436,0.14882647931252646,2203.05,217.430499849735,2203.05,0.4076679619255667,1.0,0.5,0.04
M03134,gold,Japan,Immediate Value Seeker,True,Cashback / statement credit,dining,Fine Dining,명동주물럭,Cashback at 명동주물럭,0.15940148761485443,0.119929223999934,0.1340196722647788,1745.91,407.17035634781956,1768.62,0.3054675231292541,1.0,0.3,0.43779999999999997
M03136,core,Japan,Merchant Explorer,True,Merchant-specific voucher,dining,Fine Dining,Kukuru Takoyaki,Kukuru Takoyaki voucher,0.1595239905852831,0.1274090295357567,0.1584747731287436,4253.64,1091.8346744570078,4277.82,0.38169865276633697,0.9090909090909091,0.3181818181818182,0.10703333333333333
M03137,gold,Singapore,Points Optimiser,True,2x / 3x points,dining,Fine Dining,Spicy Fish Restaurant,3x points on dining,0.12811125484355393,0.12811125484355393,0.12320143881441688,1761.08,30.987043190559945,1761.08,0.31302546857752755,1.0,0.25,0.04
M03138,core,Singapore,Category Loyalist,True,Category-specific reward,lodging,Hotel,Hotel 1888,Hotel reward (lodging),0.12340092499777029,0.12340092499777029,0.14487446951281013,1761.56,752.5357521080617,1778.9,0.6339450487746158,1.0,0.5,0.3398666666666667
M03139,gold,Singapore,Points Optimiser,True,2x / 3x points,dining,Fine Dining,L'As du Fallafel,3x points on dining,0.13371641523710961,0.1065486124493477,0.09153605123450292,4537.76,660.64085594761,4537.76,0.2858064692637694,1.0,0.14285714285714285,0.25645
M03140,gold,United States,Already Loyal,False,No incentive,dining,Fine Dining,Caffè Gilli,—,0.14301902595763621,0.11729168314277058,0.10033999194701596,12254.82,8446.517348230564,12254.82,0.49033922654081297,1.0,0.26666666666666666,0.1947
M03141,core,United States,Immediate Value Seeker,True,Cashback / statement credit,retail,Convenience,7-Eleven,Cashback at 7-Eleven,0.21864450744065916,0.18143159639366896,0.23209523989967176,1866.1100000000001,614.0195433825045,1865.1100000000001,0.4428561570514278,1.0,0.0,0.04
M03144,core,Singapore,Low Responsiveness,False,No incentive,retail,Premium Retail,Nail Art,—,0.10124838817605358,0.10124838817605358,0.17407670196092748,847.92,4.374039060178447,859.64,0.3225356661490767,1.0,0.125,0.178
M03145,gold,Singapore,Threshold Chaser,True,"Spend X, get Y back",dining,Fine Dining,Salamanca,Spend & get-back at Salamanca,0.13112105337926994,0.13112105337926994,0.09780612918579396,4557.08,3961.9227718821885,5755.65,0.38415238883118524,1.0,0.36363636363636365,0.1588
M03147,gold,Hong Kong,Points Optimiser,True,2x / 3x points,lodging,Hotel,Hotel Eden,3x points on lodging,0.17549814353485588,0.1356792130354161,0.12144878003807885,2878.92,2242.344965059624,2890.07,0.27836770246567694,1.0,0.13333333333333333,0.25346
M03149,core,United States,Already Loyal,False,No incentive,dining,Fine Dining,Yung Kee,—,0.14284681505860403,0.11700953072029265,0.1280348277611068,10569.869999999999,951.2640838467872,10648.49,0.38437636168312533,1.0,0.19230769230769232,0.209025
M03151,gold,Singapore,Points Optimiser,True,2x / 3x points,lodging,Hotel,Hotel 1888,3x points on lodging,0.140319830670278,0.140319830670278,0.11823853506707797,2207.33,1930.3089217598647,2207.33,0.3019353610291875,1.0,0.1,0.29283333333333333
M03152,gold,Australia,Points Optimiser,True,2x / 3x points,dining,Cafe & Coffee,The Daily Dose Cafe Penang,3x points on dining,0.36928313687681874,0.36928313687681874,0.2179665829615098,55.85,111.387819874671,61.44,0.2890211211310493,1.0,0.0,0.4729
M03153,core,Hong Kong,Immediate Value Seeker,True,Cashback / statement credit,dining,Fine Dining,아리양,Cashback at 아리양,0.24311834480881905,0.21267730975141,0.22607762017506672,3185.48,2026.139329347003,3225.83,0.45687958065218537,1.0,0.125,0.3344
M03154,core,Australia,Merchant Explorer,True,Merchant-specific voucher,lodging,Hotel,Melbourne CBD Hotel,Melbourne CBD Hotel voucher,0.17245282666616787,0.12930430821744737,0.14674749563250075,5609.92,999.0374295256062,6292.8,0.28570203197145655,0.9629629629629629,0.1111111111111111,0.16798571428571427
M03155,gold,Hong Kong,Points Optimiser,True,2x / 3x points,transport,Ride-hail & Taxi,Grab,3x points on transport,0.3906061832765877,0.3906061832765877,0.20290937862714375,46.75,105.0192701700223,131.8,0.3852012982377768,0.8,0.0,0.38655
M03156,centurion,Singapore,Points Optimiser,True,2x / 3x points,dining,Fine Dining,Hydeaway,3x points on dining,0.15323889608650565,0.15581824540834266,0.10532926097945108,17927.77,2696.299534864823,17940.32,0.28549415703606335,1.0,0.0,0.48925
M03158,gold,United States,Fee-Sensitive Traveller,False,No incentive (FX-offset out of scope),retail,Convenience,Hyeondaegeim Mart,—,0.1518528800918908,0.11932366001478117,0.12067470362788589,1849.7,611.816558915305,2020.23,0.3910573078528114,1.0,0.125,0.42025
M03159,gold,Australia,Threshold Chaser,True,"Spend X, get Y back",retail,General Retail,Tattoo Studio,Spend & get-back at Tattoo Studio,0.3161119826898422,0.3161119826898422,0.2283096443030619,99.53999999999999,353.40731098487606,99.53999999999999,0.4194346031124326,1.0,0.6666666666666666,0.4571
M03161,core,Singapore,Immediate Value Seeker,True,Cashback / statement credit,retail,Premium Retail,Place du Tertre,Cashback at Place du Tertre,0.14903536977495746,0.12881869737959364,0.1424983707044999,4838.87,3398.41332484065,5366.639999999999,0.43626498626909666,1.0,0.14285714285714285,0.25645
M03162,core,Singapore,Immediate Value Seeker,True,Cashback / statement credit,lodging,Upscale Hotel,Parkroyal Collection Pickering,Cashback at Parkroyal Collection Pickering,0.15608119306213786,0.11673924612562113,0.1515304950511805,7018.34,614.3427759050348,9346.76,0.3068234139711884,0.8125,0.125,0.2773
M03164,core,United States,Merchant Explorer,True,Merchant-specific voucher,dining,Fine Dining,대한극장 시당,대한극장 시당 voucher,0.17996111151155414,0.17996111151155414,0.17624874247661776,1226.49,1063.1626000063038,1463.65,0.38570015498118576,0.9259259259259259,0.1111111111111111,0.3840375
M03165,core,Hong Kong,Low Responsiveness,False,No incentive,transport,Rail & Metro,Tokyo Metro,—,0.1046232475308156,0.1046232475308156,0.15898579993387374,840.63,564.0024715417766,840.63,0.27432347853080263,1.0,0.25,0.1166
M03166,core,Hong Kong,Immediate Value Seeker,True,Cashback / statement credit,retail,Premium Retail,MSY Ultimo,Cashback at MSY Ultimo,0.15026684403755533,0.10535943186583288,0.17497522255954748,1668.4,183.91568450548726,1678.46,0.2696816446020552,1.0,0.14285714285714285,0.178
M03168,gold,United States,Low Responsiveness,False,No incentive,transport,Premium Transport,ANM Napoli,—,0.10175147820920008,0.10175147820920008,0.1013517641691077,2657.12,908.4378344094415,2836.35,0.3069590323717295,1.0,0.07692307692307693,0.4471
M03169,gold,Singapore,Points Optimiser,True,2x / 3x points,dining,Fine Dining,Roscioli,3x points on dining,0.13401741159952804,0.13401741159952804,0.11179564077549757,695.26,323.2956225025346,710.9300000000001,0.32448430881828183,1.0,0.0,0.0708
M03170,core,United States,Fee-Sensitive Traveller,False,No incentive (FX-offset out of scope),retail,Electronics,Samsung,—,0.12556227359308314,0.12556227359308314,0.17634760955165937,1018.4,8.099626638376378,1116.22,0.2802200912466935,1.0,0.18181818181818182,0.547
M03171,core,Japan,Immediate Value Seeker,True,Cashback / statement credit,dining,Fast Food,Lotteria,Cashback at Lotteria,0.1612264397405458,0.12839799426652862,0.16046418928704634,4223.07,240.85017374975178,4244.78,0.4443080490104444,1.0,0.0,0.20983333333333332
M03172,centurion,Japan,Merchant Explorer,True,Merchant-specific voucher,dining,Fine Dining,Yung Kee,Yung Kee voucher,0.1563994806583311,0.11957452244129974,0.11750401470851829,11528.009999999998,2575.578603531495,12674.61,0.26875048848446764,0.9333333333333333,0.16666666666666666,0.387
M03174,gold,United States,Already Loyal,False,No incentive,dining,Fine Dining,M Bar Thai Eatery,—,0.1391112678231854,0.09987756486334855,0.1150733522035088,12814.43,65.58550990552116,14816.82,0.46017302486900813,1.0,0.30434782608695654,0.2084666666666667
M03175,core,Hong Kong,Immediate Value Seeker,True,Cashback / statement credit,retail,Convenience,Haepi D.C Mart,Cashback at Haepi D.C Mart,0.1487478159765687,0.11812279640253864,0.1628159039170202,1839.1299999999999,488.8666044994146,1839.1299999999999,0.39785558630914286,1.0,0.0,0.09000000000000001
M03176,platinum,Japan,Points Optimiser,True,2x / 3x points,lodging,Budget & Hostel,The Inn at the Roman Forum,3x points on lodging,0.13455338958638233,0.13455338958638233,0.1308903408314522,678.7,416.3025389357244,678.7,0.2972809561541188,1.0,0.25,0.0708
M03178,gold,Australia,Points Optimiser,True,2x / 3x points,dining,Fine Dining,Buca di San Giovanni,3x points on dining,0.2417696349241027,0.2417696349241027,0.18406026243993287,172.93,652.3956685172172,226.53,0.31713124085237393,1.0,0.0,0.23426666666666665
M03179,core,Hong Kong,Immediate Value Seeker,True,Cashback / statement credit,dining,Fine Dining,Mak's Noodle,Cashback at Mak's Noodle,0.14699484471592075,0.14699484471592075,0.16840654963105517,1579.6,132.51200905345542,1620.82,0.4954686494204771,0.9,0.1,0.19866666666666669
M03180,gold,Singapore,Points Optimiser,True,2x / 3x points,dining,Fine Dining,Gyeongbuk Fish Restaurant,3x points on dining,0.21094118749585944,0.21094118749585944,0.15985403601540096,1475.98,801.1905641402823,1474.98,0.4505584898917231,1.0,0.3333333333333333,0.04
M03181,core,Hong Kong,Immediate Value Seeker,True,Cashback / statement credit,dining,Fine Dining,Lau Pa Sat nearby,Cashback at Lau Pa Sat nearby,0.13197713580127982,0.13197713580127982,0.14815612102015907,1321.75,109.96209000606994,1321.75,0.41911095372274176,1.0,0.0,0.0896
M03182,gold,Singapore,Points Optimiser,True,2x / 3x points,dining,Fine Dining,Trattoria Mario,3x points on dining,0.34694842732596287,0.34694842732596287,0.3189272363411184,297.86,1352.7209274043528,891.76,0.2885370045448009,0.875,0.25,0.5572666666666667
M03183,gold,Japan,Points Optimiser,True,2x / 3x points,dining,Fine Dining,Roscioli,3x points on dining,0.17817409637985238,0.15195879027126652,0.13048671299821063,3961.58,2207.441636730302,4771.87,0.4499752599158641,1.0,0.3076923076923077,0.232625
M03184,core,Singapore,Merchant Explorer,True,Merchant-specific voucher,retail,Convenience,Crystal Mart,Crystal Mart voucher,0.16864952766086685,0.12546004871388194,0.14437915788798453,9097.07,1750.864817203355,11025.210000000001,0.2862156065220717,0.9722222222222222,0.2777777777777778,0.3117636363636364
M03185,core,Singapore,Points Optimiser,True,2x / 3x points,retail,Premium Retail,Campo de' Fiori market,3x points on retail,0.24348011148408896,0.20228255983277105,0.19763610371068774,1272.96,1172.0532998334654,1340.26,0.42108384490510264,1.0,0.09090909090909091,0.446375
M03186,core,Japan,Points Optimiser,True,2x / 3x points,retail,General Retail,"Kencana Fashion, Metro Bringharjo",3x points on retail,0.3261640386933913,0.3261640386933913,0.26155682083002785,46.38,245.52246124738116,49.31,0.4754877500132532,1.0,0.0,0.8005
M03187,gold,Singapore,Points Optimiser,True,2x / 3x points,dining,Fine Dining,Jalan Alor stalls,3x points on dining,0.19108968490426959,0.19108968490426959,0.16925787039561038,196.56,683.2346027912411,1493.76,0.3474581546974632,1.0,0.14285714285714285,0.46499999999999997
M03188,gold,Australia,Category Loyalist,True,Category-specific reward,lodging,Mid-scale Hotel,Adi House,Mid-scale Hotel reward (lodging),0.273522052391119,0.273522052391119,0.3020998455061931,112.51,599.1429505814662,116.47,0.9343116799176343,1.0,0.0,0.8005
M03189,core,United States,Threshold Chaser,True,"Spend X, get Y back",retail,Apparel,H&M,Spend & get-back at H&M,0.160881585228918,0.12988743971234523,0.157661180973501,2321.21,119.39756323078188,2507.81,0.3737457991690095,1.0,0.3684210526315789,0.294
M03190,core,Hong Kong,Immediate Value Seeker,True,Cashback / statement credit,retail,Premium Retail,Chinatown Complex,Cashback at Chinatown Complex,0.1516751970765619,0.1516751970765619,0.1673451638938624,393.34,31.014665851239485,393.34,0.3650507949270749,1.0,0.25,0.0896
M03191,gold,Singapore,Threshold Chaser,True,"Spend X, get Y back",retail,Premium Retail,Chinatown Complex,Spend & get-back at Chinatown Complex,0.12453320944130696,0.12453320944130696,0.14784155302483398,724.47,77.59050998201211,934.34,0.32924614209036396,1.0,0.5714285714285714,0.2028
M03193,gold,Singapore,Merchant Explorer,True,Merchant-specific voucher,lodging,Upscale Hotel,St. Regis Singapore,St. Regis Singapore voucher,0.16958432473996174,0.129210852070199,0.11481428200346437,3450.89,2977.3916299225534,3526.65,0.2986931214946685,1.0,0.19047619047619047,0.3678166666666667
M03195,platinum,Australia,Category Loyalist,True,Category-specific reward,dining,Fine Dining,Jumbo Seafood,Fine Dining reward (dining),0.1838259891640516,0.1481326777699375,0.1290573738169297,7285.58,2397.3473306998435,7291.79,0.5402603735874684,1.0,0.3,0.5635333333333333
M03197,platinum,United States,Points Optimiser,True,2x / 3x points,lodging,Hotel,Langham Place Hotel Mongkok,3x points on lodging,0.15140507862562405,0.1278950620125011,0.09041528262299688,4865.21,804.6272735343948,4865.21,0.26202250373075864,1.0,0.16666666666666666,0.11480000000000001
M03199,gold,Japan,Low Responsiveness,False,No incentive,lodging,Upscale Hotel,The Ritz-Carlton Kuala Lumpur,—,0.10978093673720447,0.10978093673720447,0.1063042702422858,1191.39,7.171646359330097,3139.5699999999997,0.32281042842440555,1.0,0.45454545454545453,0.2763
M03200,gold,Singapore,Threshold Chaser,True,"Spend X, get Y back",retail,Premium Retail,Paris Baguette,Spend & get-back at Paris Baguette,0.16020085842757836,0.16020085842757836,0.1248044894766767,490.73,2.625330401477228,490.73,0.351880047468404,1.0,0.5,0.04
M03201,core,Japan,Category Loyalist,True,Category-specific reward,retail,Premium Retail,Kyoto Craft Center,Premium Retail reward (retail),0.21739439751392461,0.21739439751392461,0.22474741024205214,365.81,268.1283476300502,364.81,0.5149335619887127,1.0,0.3333333333333333,0.1166
M03202,core,Hong Kong,Fee-Sensitive Traveller,False,No incentive (FX-offset out of scope),dining,Fine Dining,Between BREAD,—,0.1175894608575427,0.1175894608575427,0.17676582823483436,770.48,12.08299112166152,1095.29,0.3817503281094348,1.0,0.09090909090909091,0.4325333333333334
M03203,gold,Singapore,Category Loyalist,True,Category-specific reward,dining,Fine Dining,Breizh Café,Fine Dining reward (dining),0.11794011687684222,0.11794011687684222,0.12014217218110015,2312.05,601.7303878401812,2315.78,0.5811157142606849,1.0,0.125,0.178
M03205,platinum,Hong Kong,Category Loyalist,True,Category-specific reward,dining,Cafe & Coffee,SaoMai Coffee,Cafe & Coffee reward (dining),0.3460095683687882,0.3460095683687882,0.3001798091516672,231.12,1251.1800809076844,231.12,0.642400462281525,1.0,0.25,0.316
M03206,core,Hong Kong,Fee-Sensitive Traveller,False,No incentive (FX-offset out of scope),lodging,Upscale Hotel,Marriott Singapore Orchard,—,0.12210866730065405,0.12210866730065405,0.16164467259564078,2325.93,0.0,3051.95,0.37160757761101876,1.0,0.5,0.4020333333333333
M03208,centurion,Australia,Points Optimiser,True,2x / 3x points,dining,Fine Dining,Tokyo Salon,3x points on dining,0.14488144492621552,0.1135513441503693,0.10062783222581115,4229.75,1987.6404550688362,4229.75,0.28079915092322966,1.0,0.25,0.0783
M03210,core,United States,Threshold Chaser,True,"Spend X, get Y back",retail,Premium Retail,Warorot Market,Spend & get-back at Warorot Market,0.17925691616994055,0.17925691616994055,0.18727663231103436,567.34,1620.4020994706814,614.34,0.3050032223054105,1.0,0.35714285714285715,0.425775
M03216,core,Singapore,Threshold Chaser,True,"Spend X, get Y back",dining,Fine Dining,Din Tai Fung ION,Spend & get-back at Din Tai Fung ION,0.16365994337408998,0.12495171431942523,0.16643525639234685,1992.48,635.5054693720929,2453.05,0.25633546954551223,1.0,0.42857142857142855,0.183525
M03217,platinum,Hong Kong,Merchant Explorer,True,Merchant-specific voucher,transport,Rail & Metro,Yoyogi-Hachiman,Yoyogi-Hachiman voucher,0.13627675912051648,0.13627675912051648,0.11611834328674239,4581.4,2112.1178724061924,4722.2,0.2957039658965216,1.0,0.375,0.34755714285714284
M03218,gold,Australia,Points Optimiser,True,2x / 3x points,lodging,Upscale Hotel,Olimpia,3x points on lodging,0.20532263584703617,0.20532263584703617,0.1669862235251445,910.6900000000002,1881.3937170212175,918.7700000000001,0.4116867937270946,1.0,0.3,0.4111
M03219,centurion,Singapore,Threshold Chaser,True,"Spend X, get Y back",retail,Premium Retail,Takashimaya,Spend & get-back at Takashimaya,0.16881203849860013,0.1393305275434935,0.12653291464529157,2186.1,128.46773457053646,2186.1,0.304963286999213,1.0,0.6,0.27335
M03220,core,Hong Kong,Immediate Value Seeker,True,Cashback / statement credit,dining,Fine Dining,Curry Bowl,Cashback at Curry Bowl,0.1672939207033185,0.1188229142035824,0.1652554495618212,4163.719999999999,291.7514994905541,4254.26,0.30069741405125605,1.0,0.23529411764705882,0.27254
M03221,gold,United States,Points Optimiser,True,2x / 3x points,transport,Rail & Metro,Tokyo Metro,3x points on transport,0.1427237343072524,0.11025664437276232,0.0975191662446259,6179.08,1067.5547002796702,6324.06,0.2817320680600002,1.0,0.17647058823529413,0.11052
M03223,core,Singapore,Threshold Chaser,True,"Spend X, get Y back",lodging,Mid-scale Hotel,Phuket Graceland,Spend & get-back at Phuket Graceland,0.1596596937729079,0.1596596937729079,0.1137115508957449,40.19,78.89476791797573,304.56,0.3357207897276864,1.0,0.5,0.38655
M03224,centurion,Singapore,Merchant Explorer,True,Merchant-specific voucher,dining,Fine Dining,Myeongdong Kyoja,Myeongdong Kyoja voucher,0.15446582496933342,0.13316074654362167,0.11188995646073102,15422.11,4003.645274519751,15422.11,0.2663893707820313,1.0,0.17391304347826086,0.1709166666666667
M03225,core,Singapore,Merchant Explorer,True,Merchant-specific voucher,lodging,Hotel,Hotel Seiyo Ginza,Hotel Seiyo Ginza voucher,0.18354105253814906,0.12001868587454083,0.16476863106375347,8646.050000000001,711.4825230782211,9444.07,0.27814979147918606,0.9591836734693877,0.2653061224489796,0.2644714285714286
M03226,core,Singapore,Threshold Chaser,True,"Spend X, get Y back",dining,Cafe & Coffee,Puzzle Coffee,Spend & get-back at Puzzle Coffee,0.1521688359935879,0.1521688359935879,0.18416957399827796,669.13,12.667487420046449,716.94,0.44400018825105453,1.0,0.5,0.04
